agglosID,agglosName,ISO3,Longitude,Latitude,Pop2015,builtUp,Voronoi,Pop1950,Pop1960,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,Metropole
6882,Ntwetwe,UGA,"31,59","0,955",10561,"2,28396669480246",1539,0,0,0,0,0,0,0,No
6871,Ntabaningi,ZAF,"31,26","-29,366",34674,"4,66654956129833",157,0,0,0,0,0,0,28717,No
6872,Ntanante,NGA,"8,753","6,423",11868,"1,68989066176571",347,0,0,0,0,0,0,11200,No
6873,Ntandembele,COD,"17,17","-2,186",19700,"3,01891418164485",5219,0,0,0,0,0,0,13100,No
6874,Ntcheu,MWI,"34,643","-14,819",43998,"11,2266502685345",1931,0,0,0,0,0,0,38417,No
6875,Ntchisi,MWI,"33,919","-13,352",29906,"5,52280037765328",1377,0,0,0,0,0,0,25274,No
6876,Nto Edino,NGA,"7,576","5,259",87388,"31,0785107780539",249,0,0,0,0,0,0,0,No
6877,Ntolo,COD,"22,658","-6,582",11900,"2,22463535730729",1101,0,0,0,0,0,0,0,No
7599,Rwinga,TZA,"36,128","-10,477",35107,"6,71518542417586",14850,0,0,0,0,0,33735,31474,No
7600,Rwinkwavu,RWA,"30,627","-1,931",28225,"5,84025366327516",2142,0,0,0,0,0,18201,25686,No
7601,Sa al-Hagar,EGY,"30,769","30,964",24341,"1,33265072040063",15,0,0,12335,12739,15491,18588,21858,No
7602,Sa'A,CMR,"11,424","4,374",12343,"5,19193948267213",557,0,0,0,0,0,0,11052,No
7603,Saao,SOM,"42,453","1,639",11000,"2,44305914112177",13983,0,0,0,0,10000,14000,14956,No
7604,Sabaa Aiyoun,MAR,"-5,374","33,909",26674,"2,86325143809961",425,0,0,0,0,0,18754,24135,No
7605,Sabadou-Baranama,GIN,"-8,766","10,129",10177,"0,733007346730063",7308,0,0,0,0,0,0,0,No
7591,Rutana,BDI,"29,994","-3,924",12401,"4,90026070990293",1304,0,0,0,0,0,0,10714,No
7592,Rutshuru,COD,"29,439","-1,17",66000,"11,7186899328993",268,0,0,18126,23410,31146,42266,56207,No
7593,Ruwa,ZWE,"31,208","-17,865",75079,"60,3499600857128",627,0,0,0,0,0,12105,46043,No
7595,Ruyange,BDI,"29,407","-3,2",56710,"8,24090563576385",217,0,0,0,0,0,0,48996,No
7596,Ruyigi,BDI,"30,248","-3,472",12813,"4,97405004523346",1737,0,0,0,0,0,0,11070,No
7597,Rweru,RWA,"30,276","-2,295",28782,"6,41219480251222",368,0,0,0,0,0,20291,26663,No
7598,Rwimiyaga,RWA,"30,406","-1,19",113435,"29,6704727821644",1513,0,0,0,0,0,17364,93692,No
7615,Sabon Gari,NGA,"7,826","8,862",10100,"2,56537083742823",93,0,0,0,0,0,0,0,No
7616,Sabon Wuse,NGA,"7,24","9,307",59825,"6,44334365299984",241,0,0,0,0,10300,21200,43800,No
7617,Sabongida Ora,NGA,"5,932","6,9",43625,"6,56898868136958",300,0,0,0,13100,19300,24700,31500,No
7619,Sabou,BFA,"-2,225","12,057",11431,"4,23650389397584",1956,0,0,0,0,0,0,0,No
7620,Sabra,DZA,"-1,513","34,836",20602,"3,32437058691047",603,0,0,0,0,10420,13957,15203,No
7622,Sabuwa,NGA,"7,122","11,177",17466,"1,89608376213031",1943,0,0,0,0,0,0,15300,No
7607,Sabha,LBY,"14,438","27,023",115165,"41,1316965143535",68069,0,0,21846,52057,82393,110631,115165,No
7610,Sabon Birni,NGA,"6,32","13,561",25785,"3,3618077709022",382,0,17164,16000,15000,14100,17500,21800,No
7611,Sabon Birni,NGA,"6,812","12,549",10080,"1,19307212848365",827,0,0,0,0,0,0,0,No
7612,Sabon Birnin Yero,NGA,"7,516","10,771",14295,"1,84054907416948",422,0,0,0,0,0,10800,13700,No
7613,Sabon Gari,NGA,"10,994","7,987",15680,"2,23432470261405",2291,0,13563,12000,10000,0,11000,14100,No
7614,Sabon Gari,NGA,"5,851","10,238",10238,"1,20727783339143",1049,0,0,0,0,0,0,10100,No
7567,Rugeregere,BDI,"29,12","-2,791",15659,"2,43795306124469",466,0,0,0,0,0,0,13529,No
7568,Rugombo,BDI,"29,077","-2,82",24582,"3,30846499875899",52,0,0,0,0,0,0,21238,No
7570,Ruhango,RWA,"29,754","-2,098",599923,"196,651443377144",611,0,0,0,0,0,52732,568926,No
7572,Rujewa,TZA,"34,38","-8,703",31985,"6,15683583624811",2159,0,0,0,0,0,26985,27801,No
7573,Rukoma,RWA,"29,923","-1,922",49084,"18,8393576117863",522,0,0,0,0,0,32064,47920,No
7574,Rukumberi,RWA,"30,285","-2,167",28560,"7,57618141098213",132,0,0,0,0,0,17538,25736,No
7559,Rubengera,RWA,"29,413","-2,08",89838,"24,344798218789",1388,0,0,0,0,0,22291,84609,No
7560,Rubino,CIV,"-4,317","6,073",14413,"2,0100127345761",701,0,0,0,0,0,12055,13462,No
7561,Rubkuay,SSD,"30,08","8,387",14400,"0,332756097109256",7372,0,0,0,0,0,0,0,No
7562,Rubochi,NGA,"7,033","8,533",11160,"1,85718395359213",507,0,0,0,0,0,0,0,No
7563,Rubona,RWA,"30,377","-2,027",24136,"13,0429569161028",269,0,0,0,0,0,16402,22197,No
7564,Rudat Khayri,EGY,"30,345","31,041",11395,"1,25908391660673",15,0,0,0,0,0,0,10035,No
7565,Rufa,SDN,"33,359","14,765",33947,"9,53373261501928",242,0,11753,15510,18537,24183,27164,30518,No
7583,Runyenjes,KEN,"37,556","-0,483",364341,"354,390864567578",584,0,0,0,0,0,18257,20613,No
7584,Rurii,KEN,"36,411","-0,232",34906,"26,7959277992966",778,0,0,0,0,0,0,11087,No
7586,Ruru,SDN,"33,654","11,896",18690,"5,31532869045987",1595,0,0,0,0,0,0,13784,No
7587,Ruru (Nyandurua),KEN,"36,24","-0,242",56181,"38,3488949227154",293,0,0,0,0,0,0,50790,No
7588,Rusape,ZWE,"32,131","-18,537",33046,"11,4206905711143",6672,0,0,0,0,12395,22015,29071,No
7589,Rustenburg Central,ZAF,"27,22","-25,635",214791,"64,9783676206167",729,14198,20866,21915,30420,46324,113984,180264,No
7590,Rust-ter-Vaal,ZAF,"27,945","-26,566",12893,"3,2832535188825",332,0,0,0,0,0,0,12047,No
7575,Rukungiri,UGA,"29,977","-0,802",131495,"53,2174696992647",876,0,0,0,0,0,14760,17025,No
7576,Rum-Aker,SSD,"27,612","9,144",15800,"1,88101984410251",1881,0,0,0,0,0,0,11977,No
7577,Rumbek,SSD,"29,689","6,79",239800,"133,766011264972",4200,0,0,13197,18888,32068,65754,175440,No
7578,Rumiji,NGA,"6,782","4,943",13500,"2,99987412505435",78,0,0,0,0,0,10600,13500,No
7579,Rumirigo,NGA,"13,031","10,601",13281,"1,81412206940959",445,0,0,0,0,0,0,10900,No
7580,Rumonge,BDI,"29,446","-3,975",45940,"6,39876583017992",1088,0,0,0,0,11000,21232,39692,No
7581,Rundu,NAM,"19,788","-17,93",71321,"36,2010766430787",89731,0,0,0,11859,18522,34427,59773,No
7582,Rungu,COD,"27,875","3,173",12800,"2,54689840920084",3864,0,0,0,0,0,0,0,No
7535,Rogo,NGA,"7,823","11,553",20130,"2,503025113373",523,0,0,0,0,0,11700,16500,No
7536,Rokupr,SLE,"-12,949","9,016",11000,"2,09713318721568",973,0,0,0,0,0,0,10122,No
7537,Rollo,BFA,"-1,701","13,6",10975,"1,56142021554982",1523,0,0,0,0,0,0,0,No
7538,Rommmani,MAR,"-6,604","33,527",12306,"1,59892067885173",2559,0,0,0,0,10511,11852,12244,No
7540,Roni,NGA,"8,265","12,661",10160,"1,53352736785536",551,0,0,0,0,0,0,0,No
7541,Roodepan,ZAF,"24,715","-28,666",25242,"3,4139677472201",1118,0,0,0,0,0,18477,22749,No
7527,Rob Gebeya,ETH,"34,881","8,691",12189,"3,23106493548084",502,0,0,0,0,0,0,0,No
7529,Robe,ETH,"40,01","7,119",71515,"18,2639096209423",252,0,0,0,0,16533,30020,51298,No
7530,Robe,ETH,"39,625","7,856",32583,"7,45869769345099",599,0,0,0,0,0,11848,17527,No
7531,Robertson,ZAF,"19,886","-33,804",27828,"5,78807481420524",1622,0,0,10131,11500,13403,21105,25377,No
7532,Robit,ETH,"39,627","12,01",14980,"2,51258268471269",903,0,0,0,0,0,0,0,No
7533,Robit,ETH,"39,576","11,457",10090,"4,01144224720051",461,0,0,0,0,0,0,0,No
7551,Rouached,DZA,"6,032","36,461",15669,"2,68485224472276",114,0,0,0,0,0,13010,15076,No
7553,Rouko,BFA,"-1,63","13,214",10172,"1,82227353438762",1052,0,0,0,0,0,0,0,No
7555,Ruange,BDI,"29,885","-3,024",23697,"3,39295083226253",709,0,0,0,0,0,0,20474,No
7556,Ruangwa,TZA,"38,929","-10,074",13962,"5,11489722342638",1347,0,0,0,0,0,10161,13307,No
7557,Rubaare,UGA,"30,186","-1,009",13550,"3,50336272526579",1121,0,0,0,0,0,0,0,No
7558,Rubaya,COD,"28,874","-1,548",10800,"2,13816495785903",1100,0,0,0,0,0,0,0,No
7543,Rooikoppies,ZAF,"27,486","-25,689",10871,"4,8477455642786",693,0,0,0,0,0,0,0,No
7544,Ropi,ETH,"38,108","7,135",11674,"2,19020532513395",714,0,0,0,0,0,0,0,No
7545,Rose Belle,MUS,"57,614","-20,413",28059,"6,89673398354132",68,3302,13359,16766,19609,21644,25273,27033,No
7546,Rosendal,ZAF,"31,378","-27,304",11848,"9,92527070166814",1254,0,0,0,0,0,10821,11495,No
7547,Rosenhof,ZAF,"18,672","-33,143",16037,"3,31705683919793",1460,0,0,0,0,0,0,12769,No
7548,Ross Bethio,SEN,"-16,14","16,276",12132,"2,41991263067981",3628,0,0,0,0,0,0,0,No
7549,Rosso,MRT,"-15,801","16,515",34325,"5,0876289660641",4123,0,0,0,18504,28122,29882,32728,No
7550,Rosso-Senegal,SEN,"-15,811","16,499",16615,"1,31646833872592",880,0,0,0,0,0,0,13444,No
7503,Rhini,ZAF,"26,548","-33,297",66223,"14,4230305567257",4681,0,0,0,0,46427,58407,64093,No
7504,Rhumpi,MWI,"33,858","-11,015",25458,"8,32727934679639",7289,0,0,0,0,0,14597,22345,No
7505,Ribah,NGA,"5,484","11,395",28212,"3,39487284807442",893,0,0,0,0,10400,15600,23500,No
7506,Ribat El Kheir,MAR,"-4,404","33,819",17094,"3,44608723370981",2394,0,0,0,0,0,10617,14862,No
7507,Richards Bay Central,ZAF,"32,057","-28,74",27341,"11,4140419759601",160,0,0,0,0,0,0,25331,No
7508,Richard-Toll,SEN,"-15,669","16,461",60596,"7,37306295669497",1783,0,0,0,0,31738,44158,71244,No
7509,Rida,EGY,"30,79","28,014",18986,"0,811180375833266",14,0,0,0,0,0,12980,16576,No
7510,Rietvallei Ext 2,ZAF,"27,752","-26,188",15114,"0,959218669689103",43,0,0,0,0,0,11134,13650,No
7496,Rehoboth,NAM,"17,081","-23,311",31024,"13,2958485645115",34593,0,0,0,11411,20297,21322,27898,No
7498,Relizane,DZA,"0,551","35,732",176170,"17,6652281791202",375,21106,33124,44491,61211,86450,108174,161260,No
7499,Remchi,DZA,"-1,429","35,054",46527,"6,93806539120492",426,0,0,10567,14734,21585,27499,36501,No
7500,Renk,SSD,"32,812","11,746",91500,"12,8004377789255",6856,0,0,0,11804,22167,41630,75623,No
7501,Reo,BFA,"-2,457","12,312",35616,"18,3286715147311",215,0,0,0,16227,20045,24553,31364,No
7502,Rhamu,KEN,"41,222","3,929",27173,"6,37780212366698",21137,0,0,0,0,0,0,30373,No
7519,Ringim,NGA,"9,16","12,152",27274,"3,67041371769642",841,0,0,11000,14000,15900,18300,21100,No
7520,Rinjim Gaini,NGA,"9,125","10,071",20655,"2,53625653623803",738,0,0,0,0,0,11500,16400,No
7521,Riversdale,ZAF,"21,261","-34,093",14871,"3,23181754640439",10770,0,0,0,0,0,10649,13614,No
7522,Riviere des Anguilles,MUS,"57,556","-20,481",10709,"1,87139889284335",55,4007,5864,6789,7564,8203,9389,9255,No
7523,Riviere du Rempart,MUS,"57,693","-20,115",15094,"3,17574298479865",63,0,0,7136,8731,9844,14649,14827,No
7524,Riyom,NGA,"8,721","9,609",19132,"2,98794511709932",274,0,0,0,0,0,0,17500,No
7525,Roan,ZMB,"28,331","-13,103",23500,"5,13007553680803",966,0,0,0,0,0,32495,25697,No
7526,Rob Gebeya,ETH,"37,77","10,551",14912,"5,49615674327749",492,0,0,0,0,0,0,0,No
7512,Rifaa,EGY,"32,121","26,092",11492,"1,0481753504484",58,0,0,0,0,0,0,10238,No
7513,Rihade al-Birdi,SDN,"23,882","11,301",29782,"5,79624865923822",3309,0,0,0,0,0,16547,26195,No
7514,Rijau,NGA,"5,263","11,106",35179,"4,50015975219634",1743,0,0,0,13300,19900,25800,33500,No
7515,Rijau (North),NGA,"5,276","11,173",17123,"2,1937820538579",524,0,0,0,0,0,12900,16700,No
7516,Rim,ETH,"37,211","11,31",11896,"4,43707358913185",275,0,0,0,0,0,0,0,No
7517,Rimi,NGA,"7,709","12,849",15777,"2,03917074001675",210,0,0,0,0,0,11900,14800,No
7518,Rimi/Tudun Wada,NGA,"7,887","8,911",14138,"1,91142400285625",711,0,0,0,0,0,10100,13500,No
7727,San,MLI,"-4,902","13,292",82135,"20,4356190166103",6093,0,0,15577,25835,34466,50214,70016,No
7728,San al-Hagar al-Bahriyya,EGY,"32,064","30,991",46568,"0,432008510682224",188,0,0,0,0,21436,28713,40417,No
7729,San al-Hagar al-Qibliya,EGY,"31,873","30,979",74846,"3,16326591850362",76,0,0,10175,24234,28446,42249,64960,No
7730,Sanadid,EGY,"30,991","30,728",47823,"2,7861546697626",23,0,0,0,0,11287,14039,28195,No
7732,Sanam,NER,"3,92","14,837",10182,"2,3591012161776",11859,0,0,0,0,0,0,0,No
7733,Sanankoroba,MLI,"-7,942","12,399",12476,"6,71193847847943",2824,0,0,0,0,0,0,10634,No
7734,Sanbu,EGY,"30,806","27,508",69437,"3,15032887094669",44,12364,14224,15813,19139,24647,30984,42622,No
7719,Samla,EGY,"30,994","30,918",20141,"1,92524423795195",24,0,0,0,0,0,10313,18087,No
7720,Sammakin al-Gharb,EGY,"31,896","30,819",14465,"1,74671470364203",11,0,0,0,0,0,10566,12554,No
7721,Sammakin al-Sharq,EGY,"31,996","30,795",10439,"8,44726626938111",145,0,0,0,0,0,0,0,No
7722,Samorogouan,BFA,"-4,937","11,396",10730,"2,76981073397606",2144,0,0,0,0,0,0,0,No
7723,Sampa,GHA,"-2,691","7,954",17179,"5,10569649608788",756,0,0,0,0,0,11348,15119,No
7724,Sampwe,COD,"27,432","-9,351",18900,"2,69034755468263",7489,0,0,0,0,0,0,12600,No
7725,Samreboi,GHA,"-2,559","5,616",15113,"3,07181066525209",1252,0,0,0,0,0,0,12968,No
7726,Samul,EGY,"31,14","31,05",22383,"1,96486365501173",27,0,0,0,0,0,16316,20100,No
7743,Sandoa,COD,"22,877","-9,7",48900,"6,94656361003378",11750,0,0,0,0,0,0,0,No
7744,Sandyun,EGY,"31,205","30,251",37205,"2,7532232161742",40,0,0,11667,14526,19451,25442,32409,No
7748,Sangalkam,SEN,"-17,228","14,778",14072,"2,85218203752011",168,0,0,0,0,0,0,0,No
7749,Sangaredi,GIN,"-13,811","11,109",39426,"9,42307346693772",6026,0,0,0,0,0,22551,32814,No
7735,Sanbu & Minshat al-Sabbahi,EGY,"31,209","30,639",44941,"4,35796544786807",15,0,0,0,0,0,0,15395,No
7736,Sandabis,EGY,"31,167","30,266",16284,"1,81507677196117",84,0,0,0,0,0,11096,14185,No
7739,Sandamu,NGA,"8,356","12,957",10291,"1,23446559832",443,0,0,0,0,0,0,10300,No
7740,Sandanhur,EGY,"31,532","30,472",66934,"4,54868154475708",28,0,0,0,0,0,0,12452,No
7741,Sandanhur,EGY,"31,193","30,412",10245,"0,618302309668591",102,0,0,0,0,0,0,0,No
7742,Sandasis,EGY,"31,13","31,016",21235,"3,19584153762129",43,0,0,0,0,12194,15441,19069,No
7697,Salamun al-Ghubar,EGY,"30,82","30,99",11990,"0,765792281926491",12,0,0,0,0,0,0,10767,No
7699,Salanga,COD,"24,105","-6,659",27200,"7,74289894008304",1990,0,0,0,0,0,0,18100,No
7700,Salaqus,EGY,"30,832","28,732",18070,"0,879488474434362",12,0,0,0,0,10188,12757,15776,No
7701,Salima,MWI,"34,453","-13,778",73778,"23,8752103621109",1332,0,0,0,0,12670,21398,63440,No
7702,Salka,NGA,"4,973","10,317",31881,"4,11761368484934",1072,0,0,0,13100,19300,24500,31200,No
7687,Salaga,GHA,"-0,519","8,547",32742,"8,0508424136197",3436,0,0,0,0,12972,16196,27743,No
7688,Salah al-Din,EGY,"30,721","30,591",15192,"1,01004355642239",65,0,0,0,0,0,0,13379,No
7689,Salah Bey,DZA,"5,288","35,855",22374,"2,45941743746586",492,0,0,0,0,0,15211,19906,No
7690,Salah Bouchaour,DZA,"6,854","36,7",18188,"2,1420012471814",67,0,0,0,0,10535,14129,16857,No
7691,Salah Deradji,DZA,"6,678","36,225",11405,"0,844684259149608",115,0,0,0,0,0,0,0,No
7693,Salal,TCD,"17,22","14,848",15381,"0,688048263530013",88464,0,0,0,0,0,0,0,No
7694,Salam,EGY,"31,101","27,242",45543,"2,53849854222697",219,0,0,0,0,0,12998,16347,No
7711,Samaru/Moroa,NGA,"8,381","9,76",26364,"5,04860363660528",594,0,0,0,0,0,11600,23600,No
7712,Samba,COD,"26,363","-4,642",21900,"3,35662724675981",6069,0,0,0,0,0,0,22115,No
7713,Sambane,MOZ,"40,547","-13,348",13396,"2,16198963885084",1524,0,0,0,0,0,0,11109,No
7714,Sambava,MDG,"50,115","-14,273",40720,"14,4868991654928",3658,2100,2400,7666,11159,7403,9333,35596,No
7715,Same Mjini,TZA,"37,731","-4,076",27185,"12,9513221601389",3970,0,0,0,0,0,0,0,No
7716,Samfya,ZMB,"29,554","-11,361",22195,"19,8663925275336",2494,0,0,0,11188,12718,17622,19907,No
7703,Salmant,EGY,"31,423","30,37",13497,"0,564603257338228",21,0,0,0,0,0,0,11714,No
7706,Samaha,EGY,"31,277","30,885",21189,"1,69656851788927",20,0,0,0,0,0,0,14733,No
7708,Samalut,EGY,"30,709","28,313",138287,"5,70880380382098",18,26547,32724,41499,53377,66869,80767,105324,No
7709,Samamiya,NGA,"9,652","11,347",20077,"2,60147720993761",611,0,0,0,0,12800,16000,20100,No
7663,Sahragt al-Sughra & Kafr al-Sayyid,EGY,"31,277","30,805",38924,"2,29002282617714",13,0,0,10915,13395,16660,20269,34226,No
7664,Sahridj,DZA,"6,274","36,717",10224,"1,87188353041634",121,0,0,0,0,0,0,0,No
7665,Saida,DZA,"0,149","34,859",174902,"16,6727708526138",404,14812,21783,40248,61688,89066,117257,154445,No
7666,Saint-Andre,REU,"55,655","-20,957",64483,"20,1849375426954",0,13307,17513,21984,27056,33135,46499,61060,No
7667,Saint-Benoit,REU,"55,705","-21,034",28955,"6,37550901677496",0,8561,12162,15495,17518,20000,24146,27154,No
7668,Saint-Bernard,REU,"55,414","-20,897",13358,"8,34497895008028",0,3623,5717,8657,10046,11408,12377,13316,No
7669,Saint-Denis,REU,"55,495","-20,914",166892,"45,2158913373284",0,35350,55775,84458,114978,131483,147790,161541,Yes
7670,Saint-Gilles,REU,"55,238","-21,093",18282,"7,41526423466731",0,4277,5406,7365,8925,11307,14033,18645,No
7655,Sagure,ETH,"39,154","7,753",22724,"4,2063061210734",356,0,0,0,0,0,0,13895,No
7656,Sahali,EGY,"30,369","31,028",15358,"1,03798820706859",41,0,0,0,0,0,11120,13525,No
7658,Sahil al-Gawabir,EGY,"30,886","30,636",17392,"1,03937415791465",41,0,0,0,0,0,0,0,No
7659,Sahil Silim,EGY,"31,344","27,065",105454,"6,97735010800635",85,12071,11457,13149,16059,22424,28103,36228,No
7660,Sahoua,CIV,"-6,265","5,067",16520,"0,876633006360248",591,0,0,0,0,0,0,12833,No
7661,Sahouria,DZA,"0,112","35,619",24475,"1,8350808492842",235,0,0,0,0,0,0,0,No
7679,Sakassou,CIV,"-5,285","7,448",13551,"2,26513528506613",1477,0,0,0,0,0,12604,12882,No
7680,Sake,COD,"29,057","-1,569",25300,"3,87008754972216",441,0,0,0,0,0,15440,24792,No
7681,Sake,RWA,"30,381","-2,217",23703,"10,1103293537913",197,0,0,0,0,0,17083,22055,No
7682,Sakete I,BEN,"2,654","6,733",39855,"8,11113260100709",148,0,12500,13256,14233,16468,19901,30426,No
7683,Saki,NGA,"3,406","8,679",257880,"36,6853447348627",588,21850,57831,64000,71000,79200,137000,237000,No
7684,Sakpenwa,NGA,"7,311","4,733",23320,"4,11230158975548",89,0,0,0,0,11900,16100,21800,No
7686,Sakwaya,NGA,"9,251","11,687",12484,"1,48497255644007",258,0,0,0,0,0,0,12500,No
