agglosID,agglosName,ISO3,Longitude,Latitude,Pop2015,builtUp,Voronoi,Pop1950,Pop1960,Pop1970,Pop1980,Pop1990,Pop2000,Pop2010,Metropole
5138,Kuta,NGA,"4,284","7,644",10942,"1,50746055723499",207,0,0,0,0,0,0,10300,No
5139,Kutaber,ETH,"39,554","11,256",28206,"6,99935476263012",513,0,0,0,0,0,0,0,No
5140,Kutigi,NGA,"5,589","9,195",24544,"3,03401914970887",1420,0,0,0,0,12300,17300,24300,No
5141,Kutlwanong,ZAF,"26,756","-27,856",58623,"8,21474069072074",684,0,0,13392,17300,52948,58993,58746,No
5142,Kutu,COD,"18,136","-2,72",22200,"3,30814434631888",2710,0,0,10026,14976,18000,19500,21000,No
5127,Kura,NGA,"8,427","11,773",29040,"3,61560854247519",160,0,0,0,10000,12900,18100,25300,No
5128,Kura Munjo,NGA,"5,143","12,838",26407,"3,31458219494796",222,0,0,0,10500,13800,18700,25300,No
5129,Kurawa,NGA,"6,359","13,519",10318,"1,33281318125687",767,0,0,0,0,0,0,0,No
5130,Kurfi,NGA,"7,486","12,668",16061,"2,01172004146064",605,0,0,0,0,0,0,0,No
5131,Kurgwi,NGA,"9,294","8,782",17594,"3,16778326473216",531,0,0,0,0,0,10700,13600,No
5132,Kurikyo,NGA,"8,538","8,559",30925,"4,0107977180428",153,0,0,0,10700,14300,17900,22400,No
5133,Kuriya,NGA,"6,556","12,493",10640,"1,32778681680381",379,0,0,0,0,0,0,0,No
5151,KwaGuqa/Hlalanikahle/Vosman,ZAF,"29,1","-25,853",105030,"15,1228256666175",663,0,0,0,44080,64454,59992,87806,No
5152,Kwale,NGA,"6,424","5,694",97554,"16,1581062915209",556,0,0,11400,21600,41100,49900,60700,No
5153,Kwali,NGA,"7,064","8,863",10080,"0,891842346612289",120,0,0,0,0,0,0,0,No
5156,Kwame Danso,GHA,"-0,676","7,732",18255,"3,59911693092689",2958,0,0,0,0,0,0,14012,No
5157,Kwamekrom,GHA,"0,319","7,294",11726,"1,91426081301407",1229,0,0,0,0,0,0,10135,No
5143,Kutum,SDN,"24,649","14,211",36372,"7,67338469636024",3073,0,0,0,0,0,18570,35505,No
5144,Kuy,ETH,"37,987","10,494",15153,"4,71409017317663",296,0,0,0,0,0,0,0,No
5145,Kuyasa,ZAF,"25,098","-30,718",16407,"2,43603895878153",18457,0,0,0,0,0,0,14975,No
5146,Kuyera,ETH,"38,662","7,261",35432,"8,32861645848311",132,0,0,0,0,0,0,11782,No
5149,Kwaggafontein,ZAF,"28,944","-25,326",56717,"15,0360738902046",143,0,0,0,0,0,37831,51615,No
5150,Kwaghbo,NGA,"9,315","7,716",16350,"2,16952286562315",998,0,0,0,0,0,0,10300,No
5104,Kum Bani Maras,EGY,"31,521","31,023",23275,"1,53044344416664",24,0,0,0,0,0,0,20465,No
5106,Kum Gharib,EGY,"31,388","26,859",22683,"1,73874472363163",72,0,0,0,0,0,0,0,No
5107,Kum Hamada,EGY,"30,674","30,772",128556,"9,44370909118828",43,0,0,13283,18806,26742,32883,54532,No
5108,Kum Matay,EGY,"30,755","28,443",11211,"0,447621764420246",12,0,0,0,0,0,0,0,No
5109,Kum Umbu,EGY,"32,972","24,497",172880,"12,1723966202527",54,34088,22115,33180,49015,55841,65451,77284,No
5096,Kum al-Naggar,EGY,"30,884","30,956",11502,"0,981347453387551",16,0,0,0,0,0,0,10328,No
5098,Kum al-Rahib,EGY,"30,615","28,304",14597,"5,93843581467914",1559,0,0,0,0,0,0,12744,No
5099,Kum al-Tarfaya,EGY,"30,139","31,235",14362,"0,614411709603525",150,0,0,0,0,0,10089,12648,No
5100,Kum Asfaht,EGY,"31,318","26,952",16760,"2,22210816933784",640,0,0,0,0,0,0,10702,No
5102,Kum Ashqaw,EGY,"31,424","26,847",13718,"1,35635875425316",79,0,0,0,0,0,0,10190,No
5119,Kumir,EGY,"32,633","25,213",13079,"0,527215117025218",301,0,0,0,0,0,0,11461,No
5120,Kumo,NGA,"11,206","10,049",53835,"6,89611511963022",524,27645,45481,39000,33000,28700,37100,48000,No
5121,Kundamfuma/Kundamfumu,ZMB,"28,752","-11,556",10500,"3,7895950749544",3702,0,0,0,0,0,0,0,No
5122,Kungu,COD,"19,203","2,782",16200,"2,94148270125139",3652,0,0,0,0,0,0,10800,No
5123,Kunjiel,NGA,"11,289","10,277",10602,"1,35896092993086",265,0,0,0,0,0,0,10000,No
5124,Kunya,NGA,"8,529","12,22",13186,"1,63367836607162",404,0,0,0,0,0,0,12100,No
5125,Kuom,SSD,"28,029","7,707",11100,"4,34216568247355",1837,0,0,0,0,0,0,0,No
5126,Kupera,SSD,"30,959","4,123",19000,"1,98969950563682",1430,0,0,0,0,0,0,14403,No
5111,KuMasadala,ZAF,"29,649","-31,354",11170,"11,7782657194227",1102,0,0,0,0,0,0,0,No
5112,Kumasi,GHA,"-1,627","6,683",2802344,"552,246961926939",823,93413,180642,346336,448030,684899,1207199,2376694,Yes
5113,Kumawu,GHA,"-1,281","6,909",15025,"2,77274017197222",167,0,0,0,0,10611,15634,13345,No
5114,Kumba,CMR,"9,438","4,628",181176,"27,3425911991021",693,13400,24400,42200,59798,79588,117554,173012,No
5115,Kumbabe,ETH,"36,118","8,367",19548,"5,11930989849192",1327,0,0,0,0,0,0,0,No
5116,Kumbar,SDN,"30,013","11,945",21360,"5,31940722498588",5720,0,0,0,0,0,14289,18681,No
5117,Kumbo,CMR,"10,686","6,22",84856,"28,9093876294318",515,12400,0,0,17952,38912,62530,82501,No
5118,Kumi,UGA,"33,933","1,489",49770,"12,3272491728912",2464,0,0,0,0,10821,0,11809,No
5075,Kujama,NGA,"7,629","10,471",22196,"2,81941213344314",614,0,0,0,0,11900,15500,20300,No
5076,Kuje,NGA,"7,224","8,883",102006,"12,6538343605123",139,0,0,10100,17100,28900,50600,88600,No
5077,Kukawa,NGA,"13,57","12,926",21562,"2,53490419694868",1419,0,0,0,0,0,12300,19600,No
5078,Kukirango,TZA,"33,859","-1,764",26378,"5,76680048310707",400,0,0,0,0,0,19411,23238,No
5063,Ksar El Kebir,MAR,"-5,906","35,006",128192,"8,44769356696",1231,31598,34035,46384,67470,93730,107246,118053,No
5064,Ksour Essef,TUN,"10,993","35,42",29174,"6,80893666611448",416,10523,11821,13446,17281,22139,25334,27816,No
5065,Kuacjok,SSD,"27,97","8,296",34800,"22,8619133155865",969,0,0,0,0,0,0,26381,No
5066,Kuatta,SSD,"33,222","10,144",12200,"0,574601868331169",7858,0,0,0,0,0,0,0,No
5067,Kuchi,ETH,"37,031","10,482",13420,"2,81448957064516",1047,0,0,0,0,0,0,0,No
5068,Kuchi,NGA,"4,486","11,703",10521,"1,32097148510893",1501,0,0,0,0,0,0,10500,No
5069,Kudiyyat Mubarak,EGY,"30,748","27,539",36982,"2,06649275354835",28,0,0,0,10826,14324,18456,23048,No
5087,Kum Adriga,EGY,"31,199","29,277",10896,"0,850142539349547",8,0,0,0,0,0,0,0,No
5089,Kum al-Dirbi,EGY,"31,433","31,004",12464,"0,715923597349028",24,0,0,0,0,0,0,10960,No
5090,Kum al-Farag,EGY,"30,055","30,968",32098,"1,96719486046337",111,0,0,0,0,10446,18116,28267,No
5091,Kum al-Hagar,EGY,"31,127","31,397",16939,"16,8402164363648",105,0,0,0,0,10594,13013,14999,No
5092,Kum al-Hagna,EGY,"31,12","31,185",10626,"0,809604840482629",36,0,0,0,0,0,0,0,No
5094,Kum al-Mahris,EGY,"30,744","27,983",20594,"1,14062224004915",18,0,0,0,0,0,0,0,No
5079,Kukuna,SLE,"-12,666","9,397",10122,"0,435523585413341",2430,0,0,0,0,0,0,0,No
5080,Kukuom,GHA,"-2,442","6,694",10747,"2,80733869765524",553,0,0,0,0,0,0,0,No
5081,Kulbus,SDN,"22,465","14,369",12040,"2,14159590680053",5895,0,0,0,0,0,0,0,No
5082,Kulindji,COD,"18,506","-7,659",11600,"2,73030816012248",10235,0,0,0,0,0,0,0,No
5083,Kuluba,COD,"30,932","3,509",17100,"4,26588198767388",409,0,0,0,0,0,0,11400,No
5084,Kulubi,ETH,"41,682","9,426",11754,"2,44626508485897",428,0,0,0,0,0,0,0,No
5085,Kum Abu Khallad,EGY,"31,051","29,19",22841,"1,5850012833244",22,0,0,0,0,0,10896,14422,No
4783,Kibiti,TZA,"38,938","-7,723",16171,"6,01963234182811",2054,0,0,0,0,0,16298,14467,No
4784,Kibiya,NGA,"8,659","11,53",14080,"1,66367527398241",608,0,0,0,0,0,0,13200,No
4785,Kibo,COD,"18,893","-5,462",12000,"1,98873025301201",3053,0,0,0,0,0,0,11697,No
4786,Kiboga,UGA,"31,704","0,887",59153,"21,3875403731951",2351,0,0,0,0,0,10107,16631,No
4787,Kibombo,COD,"25,934","-3,927",16800,"2,23385825330214",10186,0,0,0,0,11244,13706,16559,No
4788,Kibondo Mjini,TZA,"30,723","-3,586",42233,"5,56095426398719",3963,0,0,0,0,16004,23148,37324,No
4776,Kibara,TZA,"33,451","-2,146",36645,"10,5697077203965",1186,0,0,0,0,0,0,0,No
4778,Kibaya,TZA,"36,563","-5,312",21455,"4,71636862015833",12133,0,0,0,0,0,0,18220,No
4779,Kibi,GHA,"-0,552","6,172",24643,"7,99016977689518",321,0,0,0,0,0,0,21025,No
4780,Kibila,COD,"26,359","-8,254",11600,"1,77858167742884",871,0,0,0,0,0,0,0,No
4781,Kibirizi,RWA,"29,515","-2,47",21479,"4,19161098763911",978,0,0,0,0,0,18157,20635,No
4782,Kibirizi,COD,"29,196","-0,916",12800,"2,5508329289718",742,0,0,0,0,0,0,0,No
4799,Kidumbi,COD,"28,815","-2,405",39000,"10,8751191209895",102,0,0,0,0,0,0,25900,No
4800,Kiffa,MRT,"-11,391","16,618",56941,"21,9176713464394",15283,0,0,0,14085,28656,25679,43309,No
4802,Kigali,RWA,"30,01","-1,797",2202094,"859,238736691866",881,11767,0,57400,129356,223157,790733,2052569,Yes
4803,Kigandalo,UGA,"33,71","0,483",43514,"9,08977600980493",448,0,0,0,0,0,0,36316,No
4804,Kignan,MLI,"-6,012","11,848",10590,"2,56313870970297",5317,0,0,0,0,0,0,0,No
4805,Kigoma,TZA,"29,637","-4,856",272713,"55,4732181051873",2281,10163,17549,24384,38536,59227,132602,241013,No
4806,Kigumba,UGA,"32,006","1,81",19144,"10,1203467382554",2004,0,0,0,0,0,0,0,No
4792,Kibula,COD,"25,452","-8,891",13500,"2,06818133116517",2829,0,0,0,0,0,0,0,No
4794,Kibuyu,KEN,"40,038","-1,53",12296,"1,33313929361843",10886,0,0,0,0,0,0,0,No
4795,Kidal,MLI,"1,41","18,439",31820,"9,23697623504205",113232,0,0,0,0,0,13264,27151,No
4796,Kidatu,TZA,"36,963","-7,691",34972,"6,05493013800498",2130,0,0,0,12497,30633,35785,30981,No
4797,Kidira,SEN,"-12,214","14,457",10538,"1,27350683677101",8347,0,0,0,0,0,0,0,No
4798,Kidodi,TZA,"36,992","-7,611",39366,"6,70852761234821",2895,0,0,0,0,0,0,34873,No
4751,Khenifra,MAR,"-5,662","32,94",118799,"9,82105029620142",975,11195,18503,24610,35644,51896,67383,110467,No
4752,Kheraza,DZA,"7,687","36,849",22721,"4,81382503246311",93,0,0,0,0,0,10562,0,No
4753,Kherrata,DZA,"5,277","36,485",30063,"9,11290284277988",543,0,0,0,0,0,15108,27591,No
4756,Khombole,SEN,"-16,695","14,765",16319,"4,18905413556904",436,0,0,0,0,0,10966,14076,No
4757,Khotsong,ZAF,"26,649","-27,377",35682,"7,51892851566379",1649,0,0,0,0,22413,43316,39249,No
4743,Khellil,DZA,"5,026","36,178",14361,"1,63278633383262",286,0,0,0,0,0,10062,13562,No
4745,Khemis Miliana,DZA,"2,223","36,258",88571,"8,98930440633189",230,10536,21444,28027,41433,59390,72723,82463,No
4746,Khemisset,MAR,"-6,074","33,821",133776,"20,0408641882522",1571,0,13695,20688,48085,76816,97847,119570,No
4747,Khemisti,DZA,"1,961","35,67",16270,"2,70943784724503",325,0,0,0,0,0,14159,15170,No
4748,Khenchela,DZA,"7,147","35,426",162091,"18,2471072230283",629,0,23935,15382,49984,74197,93921,144298,No
4749,Kheneg,DZA,"2,795","33,749",11244,"2,69479240908913",3415,0,0,0,0,0,0,0,No
4750,Khenichet,MAR,"-5,689","34,437",10498,"0,891422888318983",645,0,0,0,18145,0,0,0,No
4767,Kiamba,COD,"17,995","-4,524",21000,"3,49902367123395",2900,0,0,0,0,0,0,0,No
4772,Kibaigwa,TZA,"36,649","-6,079",26357,"5,03298880551341",1981,0,0,0,0,0,13878,23677,No
4773,Kiban,MLI,"-7,349","13,579",10825,"2,46161328124474",5720,0,0,0,0,0,0,0,No
4774,Kibande,TZA,"29,893","-4,383",10587,"4,91375293088557",473,0,0,0,0,0,0,0,No
4759,Khouribga,MAR,"-6,911","32,887",212129,"25,1230226397066",1257,20161,40838,68890,113740,142754,160159,182929,No
4760,Khuma,ZAF,"26,864","-26,852",49586,"4,41559195949155",489,0,0,0,12880,23681,42408,47068,No
4761,Khunwana,ZAF,"25,343","-26,367",10621,"8,4499471130061",1736,0,0,0,0,0,0,10182,No
4762,Khutsong,ZAF,"27,323","-26,328",54264,"5,34160808225413",1304,0,0,0,22520,66558,59696,56018,No
4763,Khuzam,EGY,"32,766","25,775",23695,"1,44916726929399",267,0,0,0,0,13199,16458,21109,No
4764,Ki Li Fi,KEN,"39,863","-3,559",98078,"46,892507691801",2050,0,0,0,0,0,0,30479,No
4766,Kiala,COD,"25,396","-10,659",48700,"7,34958866252366",856,0,0,0,0,0,0,32400,No
4719,Kerfi,TCD,"21,302","11,892",17433,"1,95860190922236",11044,0,0,0,0,0,0,0,No
4720,Kericho,KEN,"35,138","-0,373",473579,"379,884566248663",1787,0,0,11170,30949,51448,68726,98968,No
4721,Kerkenah,TUN,"11,206","34,708",15639,"3,14346429011442",135,0,0,0,14472,14207,14271,15073,No
4723,Kerma,SDN,"30,409","19,633",15738,"7,81187408667418",356,0,0,0,0,11708,12850,14349,No
4724,Kerman,DZA,"1,371","35,381",17844,"1,58197231539993",282,0,0,0,0,0,11111,16078,No
4726,Kerou,BEN,"2,116","10,819",20405,"2,73490515570558",3020,0,0,0,0,0,0,11624,No
4711,Kengeja,TZA,"39,744","-5,421",18188,"4,38461371153924",161,0,0,0,0,0,13612,15658,No
4712,Kenieba,MLI,"-11,23","12,843",14399,"5,35646198468215",9284,0,0,0,0,0,0,12276,No
4713,Kenitra,MAR,"-6,593","34,262",467121,"46,918311130238",626,55346,86775,131927,176938,250179,329118,399003,No
4715,Kenyasi 2,GHA,"-2,383","6,981",19772,"8,64618883295387",702,0,0,0,0,0,0,16791,No
4716,Keraoua [NGA],NGA,"13,911","11,188",12470,"1,47111558456764",401,0,0,0,0,0,0,12500,No
4717,Kere,ETH,"42,128","9,01",23502,"5,13710431749839",2924,0,0,0,0,0,0,0,No
4718,Keren,ERI,"38,452","15,784",72450,"8,02273765562383",1698,11000,15000,30000,27329,33700,56289,66604,No
4735,Ketou,BEN,"2,607","7,355",54496,"16,0838771528005",514,0,0,0,0,14435,23165,35155,No
4736,Keur Madiabel,SEN,"-16,058","13,847",11037,"2,41011998495294",978,0,0,0,0,0,0,0,No
4737,Keur Moussa,SEN,"-17,107","14,782",11340,"4,37925484395019",80,0,0,0,0,0,0,10300,No
4738,Kgakala,ZAF,"26,276","-27,217",11742,"1,45617667840379",1636,0,0,0,0,0,0,11062,No
4739,Khalaf,EGY,"30,699","29,264",12176,"0,805733414978842",12,0,0,0,0,0,0,10225,No
4740,Khartum,SDN,"32,538","15,522",5264746,"808,152740182472",344,229376,342728,664291,1184383,2165249,3454407,4664746,Yes
4741,Khashim al-Girba,SDN,"35,902","14,964",51292,"9,95322275860983",919,0,0,0,15184,31400,40237,45770,No
4742,Khaya Mnandi,ZAF,"25,457","-33,823",10014,"1,43254921996993",83,0,0,0,0,0,0,0,No
4727,Kerouane,GIN,"-9,009","9,268",27407,"5,63988648072253",5190,0,0,0,0,15904,19778,24621,No
4728,Kersa,ETH,"38,986","7,534",30601,"5,55261187700081",414,0,0,0,0,0,0,12982,No
4729,Kersignane,MLI,"-10,984","14,996",11799,"0,948248294501098",6765,0,0,0,0,0,0,10059,No
4731,Kesses,KEN,"35,344","0,311",23255,"10,4825766796253",459,0,0,0,0,0,0,19675,No
4732,Ketao,TGO,"1,311","9,661",19309,"5,23184612733216",195,0,0,0,0,0,11631,16529,No
4733,Kete-Krachi,GHA,"-0,052","7,795",11292,"5,85718597947116",2963,0,0,0,0,0,0,0,No
4734,Ketonou,BEN,"2,575","6,432",10283,"1,95960707611275",24,0,0,0,0,0,0,0,No
4687,Kedougou,SEN,"-12,193","12,562",31462,"8,55296314393126",14919,0,0,0,0,11894,15726,25005,No
4689,Keekonyokie,KEN,"36,165","-1,04",22437,"4,39735970828171",2862,0,0,0,0,0,11995,18984,No
4690,Keetmanshoop,NAM,"18,122","-26,582",22544,"8,04377874764131",111941,0,0,10300,11376,14635,15694,20330,No
4691,Kef Sidi Brahim,DZA,"7,529","36,37",10270,"1,57727142935639",415,0,0,0,0,0,0,0,No
4692,Keffi,NGA,"7,888","8,849",113545,"24,571649417676",433,0,22830,29000,37000,47200,69700,103000,No
4693,Kehancha,KEN,"34,664","-1,246",234488,"429,307743465165",2812,0,0,0,0,0,0,10845,No
4694,Keita,NER,"5,777","14,76",10780,"2,44879856413141",2037,0,0,0,0,0,0,0,No
4679,Kazumba,COD,"22,035","-6,409",10200,"1,68962551632689",1561,0,0,0,0,0,0,0,No
4680,Kebbe,NGA,"4,735","12,123",12009,"1,36632151244588",993,0,0,0,0,0,0,0,No
4681,Kebemer,SEN,"-16,449","15,372",20837,"5,05064389614155",1762,0,0,0,0,0,12870,17857,No
4682,Kebili,TUN,"8,964","33,712",20868,"8,0509731772189",1766,0,0,0,0,14701,17946,19867,No
4683,Kebri Beyah,ETH,"43,179","9,098",14500,"6,51500763965035",3896,0,0,0,0,0,0,12531,No
4684,Kebridehar,ETH,"44,279","6,738",37000,"5,90794532279065",17670,0,0,0,0,0,26438,31939,No
4685,Kechema Chefe,ETH,"39,126","6,97",13162,"2,74300151754759",639,0,0,0,0,0,0,11808,No
4686,Kedida Gubeta,ETH,"38,263","6,024",22771,"2,74276166456962",275,0,0,0,0,0,0,0,No
4703,Kembe,CAF,"21,879","4,609",11123,"3,56742236362045",7233,0,0,0,0,0,0,10303,No
4704,Kemise,ETH,"39,866","10,72",35977,"6,04442227029688",626,0,0,0,0,0,14162,22974,No
4706,Kenadsa,DZA,"-2,428","31,554",16550,"3,20021177174746",5677,0,0,0,0,10205,12031,15280,No
4709,Kenema,SLE,"-11,181","7,879",200443,"39,0596635443497",4123,0,10582,22639,40818,65075,104222,161079,No
4710,Kenge,COD,"17,041","-4,82",55000,"8,45758376961826",8396,0,0,14400,18117,23852,32368,43044,No
4695,Kejom Ketinguh,CMR,"10,261","6,117",22511,"7,91235585989601",263,0,0,0,0,0,0,21886,No
4696,Kekem,CMR,"10,01","5,149",17991,"3,49856067403601",247,0,0,0,10555,10995,14819,17659,No
4697,Kelafo,ETH,"44,206","5,591",14400,"1,99100646782725",14042,0,0,0,0,0,10339,12407,No
4698,Kelala,ETH,"38,997","10,584",12569,"1,78906726045937",839,0,0,0,0,0,0,0,No
4699,Kele,ETH,"37,91","5,832",23572,"4,99819406545261",1329,0,0,0,0,0,0,11007,No
4700,Kelibia,TUN,"11,094","36,866",56556,"13,5130133808544",394,0,0,16288,22166,29084,38623,45435,No
4701,Kelo,TCD,"15,799","9,309",74109,"24,1858664733552",2086,0,0,14974,21417,28705,41486,61077,No
4702,Kemba,ETH,"37,176","6,054",19878,"2,42924101257301",1111,0,0,0,0,0,0,0,No
4911,Kitangua,COD,"20,365","-6,292",15800,"3,92869403526003",2212,0,0,0,0,0,0,0,No
4912,Kitenge,COD,"25,976","-6,897",34600,"5,5547503802262",10089,0,0,0,0,0,0,23000,No
4913,Kitengo,COD,"24,103","-7,444",17700,"2,70910496386817",958,0,0,0,0,0,0,11800,No
4915,Kitgum,UGA,"32,88","3,293",45169,"15,6884957720895",5683,0,0,0,0,0,31429,53003,No
4918,Kitobwe,COD,"26,632","-8,026",10500,"1,60843877960013",206,0,0,0,0,0,0,0,No
4903,Kisumu,KEN,"34,764","0,37",5040159,"5836,41263347085",2951,12165,21077,37282,155881,201886,332416,3682449,No
4904,Kisundi,COD,"13,036","-5,576",32000,"4,59272513520381",686,0,0,0,0,0,0,0,No
4905,Kita,MLI,"-9,481","13,044",60147,"16,6257828474405",11139,0,0,10946,19296,25069,34800,51276,No
4906,Kitagata,TZA,"30,425","-4,281",11391,"3,35243067832951",2045,0,0,0,0,0,0,10067,No
4907,Kitale,KEN,"35,02","1,008",257388,"96,6585545555637",1392,0,0,12544,30129,58428,141428,146684,No
4908,Kitama,TZA,"39,725","-10,757",13340,"5,09000480393496",126,0,0,0,0,0,11599,12525,No
4909,Kitanga,TZA,"30,329","-3,878",22494,"5,69258899805624",1432,0,0,0,0,0,12338,19880,No
4910,Kitangari,TZA,"39,337","-10,658",11817,"4,32972058926552",998,0,0,0,0,0,10365,11095,No
4927,Kiyawa,NGA,"9,605","11,782",20240,"2,52276858707263",862,0,0,0,0,0,13600,18700,No
4928,Kizuka,BDI,"29,382","-3,875",15605,"3,12611462929044",546,0,0,0,0,0,0,13483,No
4929,Kizulu,COD,"13,446","-5,611",19800,"2,46806943501533",1039,0,0,0,0,0,0,0,No
4930,Kleinmond,ZAF,"19,027","-34,338",10662,"3,89495473336863",327,0,0,0,0,0,0,0,No
4931,Klerksdorp,ZAF,"26,668","-26,863",42209,"25,7792017904998",180,23662,43067,70710,44000,57532,33365,40065,No
4933,Kloof Gold Mine,ZAF,"27,596","-26,397",11934,"3,58192920183927",323,0,0,0,0,0,0,11804,No
4934,Klouekanme,BEN,"1,841","6,977",22858,"4,02714737217931",269,0,0,0,0,0,10704,14500,No
4919,Kitui,KEN,"38,009","-1,416",100805,"237,218605698969",9010,0,0,0,0,11591,49474,47025,No
4920,Kitwe,ZMB,"28,212","-12,81",601203,"97,5254625366554",602,63600,107802,186033,266286,288602,363734,501360,No
4921,Kityerera,UGA,"33,529","0,327",48546,"6,24807761037781",2499,0,0,0,0,0,0,51518,No
4922,Kiva,NGA,"13,78","11,228",20379,"2,41381136662131",493,0,0,0,0,0,13700,20400,No
4923,Kivinje Singino,TZA,"39,414","-8,754",19925,"3,97986669893804",4899,0,0,0,0,0,12283,18991,No
4924,Kiwalala,TZA,"39,535","-10,191",13681,"2,53772069791754",945,0,0,0,0,0,12173,13040,No
4925,Kiwira,TZA,"33,541","-9,166",27396,"6,22542295463292",907,0,0,0,0,0,19123,23812,No
4926,Kiwoko,UGA,"32,363","0,839",11290,"3,7329002014217",1907,0,0,0,0,0,0,0,No
4879,Kirfi,NGA,"10,41","10,402",10115,"1,18127351523306",1076,0,0,0,0,0,0,0,No
4880,KIRI,COD,"18,928","-1,494",15200,"2,00853372852582",20759,0,0,0,0,0,10835,14165,No
4881,Kiri,NGA,"11,995","9,686",12590,"1,47339855915481",543,0,0,0,0,0,0,12600,No
4882,Kiru,NGA,"8,134","11,703",16320,"2,02746414738973",346,0,0,0,0,0,10000,14600,No
4885,Kirumba,COD,"29,186","-0,562",57000,"8,1605567852693",299,0,0,0,14307,19873,26707,35214,No
4886,Kirundo,BDI,"30,086","-2,578",43450,"6,71894689984266",772,0,0,0,0,0,0,37541,No
4873,Kipushi,COD,"27,249","-11,764",99000,"11,5815031504371",4384,17261,21463,32943,46396,63903,86718,94000,No
4875,Kiramuruzi,RWA,"30,396","-1,777",61079,"25,678050733708",285,0,0,0,0,0,22396,56763,No
4876,Kirando,TZA,"30,623","-7,372",13727,"3,37240717567047",6365,0,0,0,0,0,0,11638,No
4877,Kirane,MLI,"-10,231","15,406",11817,"3,52472341605474",4062,0,0,0,0,0,0,10074,No
4895,Kisenge,COD,"23,185","-10,684",24200,"3,48587289893307",5923,0,0,0,0,0,0,22252,No
4897,Kisharo,COD,"29,533","-0,965",21700,"4,32517987661233",251,0,0,0,0,11980,15000,20000,No
4898,Kishi,NGA,"3,847","9,08",87497,"18,4277425375718",2433,0,32137,32000,31000,30500,47300,73400,No
4899,Kisii,KEN,"34,772","-0,677",3407476,"4978,44644146211",2522,0,0,0,30742,45728,67192,2369634,No
4900,Kismaayo,SOM,"42,543","-0,351",104400,"12,9911997329732",9631,0,11335,20785,35265,48086,65568,89405,No
4901,Kisorya,TZA,"33,226","-2,105",10959,"7,83992309620502",1117,0,0,0,0,0,18045,0,No
4902,Kissidougou,GIN,"-10,094","9,193",105420,"23,0519578257363",8208,0,0,14320,25810,53834,76070,94703,No
4887,Kirungu,COD,"29,736","-7,091",60100,"10,4929197280431",329,0,0,0,0,11600,18000,33000,No
4889,Kisambiro,COD,"29,192","-0,269",24200,"4,80375101689092",303,0,0,0,0,0,0,16100,No
4890,Kisangani,COD,"25,172","0,533",430000,"66,2551986895383",21504,64974,116637,158483,180824,305157,277096,340000,No
4891,Kisangwe,COD,"27,634","-11,498",10200,"1,44137215193437",1111,0,0,0,0,0,0,0,No
4892,Kisantu Mission,COD,"15,08","-5,124",12000,"2,14515716187964",8,0,0,0,0,0,0,0,No
4893,Kisarawe,TZA,"39,07","-6,908",12631,"3,17013109241127",1051,0,0,0,0,0,11786,11300,No
4894,Kisenda,COD,"25,74","-10,782",29300,"4,49670541620366",4837,0,0,0,0,0,0,12291,No
4847,Kindamba,COG,"14,512","-3,743",69550,"5,13248347486086",9059,0,0,0,0,14662,33547,63338,No
4848,Kindi,SSD,"30,796","3,688",26700,"4,0994847696393",1339,0,0,0,0,0,0,20240,No
4849,Kindi,BFA,"-2,035","12,439",14302,"4,01459787856104",846,0,0,0,0,0,0,12456,No
4850,Kindia,GIN,"-12,854","10,043",134875,"45,1321652841083",3461,12100,22082,38786,45573,71934,102097,123085,No
4851,Kindu,COD,"25,909","-2,945",248000,"38,0226153637708",17565,11670,22704,42799,58829,82606,117655,141463,No
4852,King Williams,ZAF,"27,421","-32,901",57382,"15,1292192118609",963,12391,14646,15429,14260,18208,23592,55060,No
4853,Kingombe,COD,"26,648","-2,586",24800,"3,79370433760828",3747,0,0,12000,14000,17000,20000,24000,No
4840,Kimir Dingay,ETH,"38,22","11,805",16940,"4,19173780104442",933,0,0,0,0,0,0,0,No
4841,Kimoho,COD,"28,737","-1,315",10300,"2,04441840780585",1473,0,0,0,0,0,0,0,No
4842,Kimpamba,COD,"15,312","-5,483",14100,"2,49474466334777",3239,0,0,0,0,0,0,0,No
4843,Kimpese,COD,"14,426","-5,562",75000,"11,5296589194734",1546,0,0,12000,20240,29963,40661,54072,No
4844,Kimpoko,COD,"15,556","-4,188",10900,"3,30514159516717",551,0,0,0,0,0,0,0,No
4845,Kimpuki,COD,"23,67","-9,683",17600,"2,69685790515805",12867,0,0,0,0,0,0,0,No
4846,Kinazi,RWA,"29,908","-2,205",116407,"28,9835161572169",185,0,0,0,0,0,25826,108620,No
4863,Kinzamba,COD,"19,696","-5,691",10400,"1,73632297854909",821,0,0,0,0,0,0,0,No
4864,Kinzao-Mvete,COD,"13,297","-5,496",29000,"5,7748419526394",446,0,0,0,0,10828,13861,17504,No
4865,Kiomboi,TZA,"34,395","-4,271",27205,"5,27398051205093",4162,0,0,0,0,11112,21601,24140,No
4866,Kiondo,COD,"29,678","0,328",33400,"6,65371278402962",335,0,0,0,0,0,0,22200,No
4867,Kipaka,COD,"26,509","-4,137",11600,"2,30519127033539",2747,0,0,0,0,0,0,0,No
4868,Kipamba,COD,"26,428","-8,199",31900,"4,60735599918049",389,0,0,12897,15289,18980,24296,30681,No
