"id";"reg";"mil";"sex";"age";"mat";"ins";"csp";"nbp";"pvr";"rev"
9965;"CE";"urbain";"homme";55;"marie";"primaire";"employé";5;FALSE;3960
9966;"CE";"urbain";"homme";60;"marie";"secondaire";"retraité";5;FALSE;6339
9967;"CE";"urbain";"homme";63;"marie";"secondaire";"retraité";4;FALSE;3414
9968;"CE";"urbain";"homme";42;"marie";"secondaire";"cadre";6;FALSE;2949
9969;"CE";"urbain";"homme";57;"marie";"secondaire";"retraité";3;FALSE;5951
9970;"CE";"urbain";"homme";38;"marie";"primaire";"indépendant";4;FALSE;9174
9971;"CE";"urbain";"homme";48;"marie";"primaire";"cadre";6;TRUE;2362
9972;"CE";"urbain";"homme";53;"marie";"secondaire";"ouvrier";4;FALSE;6503
9973;"CE";"urbain";"homme";40;"marie";"secondaire";"ouvrier";3;FALSE;2983
9974;"CE";"urbain";"homme";57;"marie";"aucun";"inactif";4;TRUE;2669
9975;"CE";"urbain";"homme";45;"marie";"primaire";"agriculteur";5;FALSE;3037
9976;"CE";"urbain";"homme";53;"marie";"secondaire";"employé";5;FALSE;4026
9977;"CE";"urbain";"homme";91;"marie";"primaire";"retraité";3;FALSE;8859
9978;"CE";"urbain";"femme";70;"veuf";"aucun";"inactif";2;FALSE;3448
9979;"CE";"urbain";"homme";28;"marie";"primaire";"ouvrier";3;FALSE;4921
9980;"CE";"urbain";"homme";72;"marie";"primaire";"retraité";3;FALSE;4894
9981;"CE";"urbain";"homme";43;"marie";"primaire";"ouvrier";6;FALSE;2985
9982;"CE";"urbain";"homme";73;"marie";"supérieur";"retraité";2;FALSE;7824
9983;"CE";"urbain";"femme";61;"veuf";"primaire";"employé";2;FALSE;4968
9984;"CE";"urbain";"homme";43;"marie";"supérieur";"cadre";2;FALSE;15291
9985;"CE";"urbain";"femme";50;"veuf";"primaire";"ouvrier";4;FALSE;3714
9986;"CE";"urbain";"homme";72;"marie";"secondaire";"retraité";2;FALSE;6287
9987;"CE";"urbain";"homme";51;"marie";"primaire";"indépendant";4;FALSE;5874
9988;"CE";"urbain";"homme";70;"marie";"primaire";"retraité";4;FALSE;5310
9989;"CE";"urbain";"femme";75;"veuf";"aucun";"inactif";1;FALSE;7639
9990;"CE";"urbain";"femme";40;"veuf";"primaire";"agriculteur";4;TRUE;2480
9991;"CE";"urbain";"homme";56;"marie";"primaire";"cadre";5;FALSE;3666
9992;"CE";"urbain";"homme";31;"marie";"aucun";"employé";4;FALSE;3673
9993;"CE";"urbain";"homme";30;"marie";"primaire";"ouvrier";4;FALSE;3105
9994;"CE";"urbain";"homme";43;"marie";"primaire";"ouvrier";5;TRUE;2601
9995;"CE";"urbain";"homme";58;"marie";"aucun";"employé";3;FALSE;5333
9996;"CE";"urbain";"homme";35;"marie";"primaire";"ouvrier";3;FALSE;3208
9997;"CE";"urbain";"homme";45;"marie";"secondaire";"cadre";5;FALSE;3346
9998;"CE";"urbain";"homme";47;"marie";"secondaire";"cadre";5;FALSE;5453
9999;"CE";"urbain";"homme";55;"marie";"primaire";"employé";7;TRUE;1209
10000;"CE";"urbain";"homme";56;"veuf";"primaire";"inactif";3;FALSE;6439
10001;"CE";"urbain";"femme";67;"veuf";"secondaire";"retraité";3;TRUE;2445
10002;"CE";"urbain";"homme";60;"marie";"primaire";"indépendant";6;FALSE;3604
10003;"CE";"urbain";"homme";70;"marie";"secondaire";"retraité";3;FALSE;5983
10004;"CE";"urbain";"homme";35;"marie";"secondaire";"ouvrier";5;FALSE;5380
10005;"CE";"urbain";"homme";42;"marie";"primaire";"ouvrier";4;FALSE;4856
10006;"CE";"urbain";"femme";64;"veuf";"primaire";"retraité";2;FALSE;6395
10007;"CE";"urbain";"homme";55;"marie";"secondaire";"inactif";4;FALSE;4767
10008;"CE";"urbain";"homme";58;"marie";"primaire";"indépendant";6;FALSE;3030
10009;"CE";"urbain";"homme";51;"marie";"primaire";"indépendant";5;FALSE;4683
10010;"CE";"urbain";"homme";59;"marie";"primaire";"employé";6;FALSE;2714
10011;"CE";"urbain";"homme";35;"marie";"secondaire";"employé";3;FALSE;7011
10012;"CE";"urbain";"homme";52;"marie";"secondaire";"retraité";5;FALSE;3898
10013;"CE";"urbain";"femme";44;"veuf";"secondaire";"indépendant";6;FALSE;3675
10014;"CE";"urbain";"homme";39;"marie";"primaire";"ouvrier";5;TRUE;1990
10015;"CE";"urbain";"homme";51;"marie";"supérieur";"indépendant";4;FALSE;4842
10016;"CE";"urbain";"homme";43;"marie";"primaire";"ouvrier";6;TRUE;2180
10017;"CE";"urbain";"homme";75;"marie";"aucun";"retraité";7;FALSE;3505
10018;"CE";"urbain";"femme";58;"veuf";"primaire";"retraité";3;FALSE;5539
10019;"CE";"urbain";"homme";48;"marie";"secondaire";"ouvrier";5;TRUE;2661
10020;"CE";"urbain";"homme";58;"marie";"primaire";"employé";9;TRUE;1885
10021;"CE";"urbain";"homme";45;"marie";"primaire";"cadre";5;FALSE;3472
10022;"CE";"urbain";"homme";61;"marie";"secondaire";"employé";5;FALSE;4703
10023;"CE";"urbain";"homme";61;"marie";"secondaire";"indépendant";5;FALSE;8788
10024;"CE";"urbain";"femme";68;"marie";"aucun";"inactif";2;FALSE;5493
10025;"CE";"urbain";"homme";72;"marie";"secondaire";"retraité";2;FALSE;36998
10026;"CE";"urbain";"homme";72;"marie";"primaire";"inactif";7;TRUE;2577
10027;"CE";"urbain";"homme";41;"marie";"secondaire";"cadre";4;FALSE;5237
10028;"CE";"urbain";"homme";72;"marie";"aucun";"retraité";2;FALSE;6837
10029;"CE";"urbain";"femme";67;"veuf";"secondaire";"retraité";2;FALSE;9058
10030;"CE";"urbain";"femme";50;"veuf";"supérieur";"cadre";5;FALSE;4302
10031;"CE";"urbain";"homme";47;"marie";"primaire";"cadre";4;FALSE;4617
10032;"CE";"urbain";"femme";37;"marie";"secondaire";"inactif";4;FALSE;3937
10033;"CE";"urbain";"femme";43;"veuf";"primaire";"employé";5;FALSE;3869
10034;"CE";"urbain";"femme";76;"veuf";"primaire";"inactif";2;FALSE;5663
10035;"CE";"urbain";"homme";52;"marie";"primaire";"employé";6;FALSE;4023
10036;"CE";"urbain";"homme";50;"marie";"primaire";"ouvrier";5;FALSE;3876
10037;"CE";"urbain";"homme";41;"marie";"secondaire";"employé";3;FALSE;4504
10038;"CE";"urbain";"homme";45;"marie";"supérieur";"employé";5;FALSE;4875
10039;"CE";"urbain";"homme";54;"marie";"primaire";"ouvrier";6;FALSE;3171
10040;"CE";"urbain";"homme";41;"marie";"primaire";"employé";5;FALSE;3425
10041;"CE";"urbain";"homme";41;"marie";"secondaire";"cadre";4;FALSE;5384
10042;"CE";"urbain";"homme";52;"marie";"primaire";"ouvrier";5;FALSE;5538
10043;"CE";"urbain";"homme";61;"marie";"primaire";"employé";4;FALSE;6730
10044;"CE";"urbain";"homme";44;"marie";"primaire";"ouvrier";4;TRUE;1885
10045;"CE";"urbain";"homme";64;"marie";"secondaire";"inactif";5;FALSE;4123
10046;"CE";"urbain";"homme";50;"marie";"primaire";"ouvrier";6;FALSE;3044
10047;"CE";"urbain";"homme";59;"marie";"primaire";"retraité";5;FALSE;7988
10048;"CE";"urbain";"homme";48;"marie";"secondaire";"ouvrier";6;FALSE;4421
10049;"CE";"urbain";"femme";55;"veuf";"aucun";"inactif";3;FALSE;7589
10050;"CE";"urbain";"homme";66;"marie";"secondaire";"retraité";3;FALSE;8197
10051;"CE";"urbain";"homme";59;"marie";"primaire";"retraité";4;FALSE;3187
10052;"CE";"urbain";"homme";57;"marie";"aucun";"retraité";3;TRUE;2671
10053;"CE";"urbain";"homme";51;"marie";"primaire";"ouvrier";5;FALSE;7880
10054;"CE";"urbain";"homme";42;"marie";"primaire";"ouvrier";5;FALSE;7380
10055;"CE";"urbain";"homme";48;"marie";"primaire";"ouvrier";5;FALSE;6243
10056;"CE";"urbain";"homme";45;"marie";"secondaire";"ouvrier";6;TRUE;2634
10057;"CE";"urbain";"homme";62;"veuf";"aucun";"inactif";5;TRUE;1416
10058;"CE";"urbain";"homme";72;"marie";"primaire";"retraité";4;FALSE;9681
10059;"CE";"urbain";"femme";66;"veuf";"aucun";"inactif";7;FALSE;4829
10060;"CE";"urbain";"femme";70;"veuf";"aucun";"inactif";6;TRUE;1654
10061;"CE";"urbain";"homme";77;"marie";"primaire";"retraité";2;FALSE;6687
10062;"CE";"urbain";"homme";57;"marie";"supérieur";"retraité";5;FALSE;9526
10063;"CE";"urbain";"femme";32;"veuf";"secondaire";"ouvrier";3;FALSE;3923
10064;"CE";"urbain";"homme";43;"marie";"secondaire";"indépendant";4;FALSE;6369
10065;"CE";"urbain";"femme";75;"veuf";"secondaire";"inactif";7;FALSE;3697
10066;"CE";"urbain";"homme";55;"marie";"secondaire";"employé";3;FALSE;4166
10067;"CE";"urbain";"femme";58;"veuf";"secondaire";"retraité";1;FALSE;16429
10068;"CE";"urbain";"homme";55;"marie";"supérieur";"retraité";4;FALSE;7072
10069;"CE";"urbain";"homme";64;"marie";"primaire";"retraité";3;FALSE;4398
10070;"CE";"urbain";"homme";66;"marie";"primaire";"retraité";2;FALSE;5529
10071;"CE";"urbain";"femme";48;"veuf";"secondaire";"inactif";2;FALSE;5635
10072;"CE";"urbain";"homme";29;"marie";"secondaire";"ouvrier";3;FALSE;3201
10073;"CE";"urbain";"femme";76;"veuf";"aucun";"inactif";2;FALSE;3756
10074;"CE";"urbain";"homme";47;"marie";"primaire";"employé";6;FALSE;3133
10075;"CE";"urbain";"homme";72;"marie";"secondaire";"retraité";2;FALSE;35359
10076;"CE";"urbain";"femme";75;"veuf";"aucun";"retraité";3;FALSE;5328
10077;"CE";"urbain";"homme";49;"marie";"supérieur";"cadre";5;FALSE;3719
10078;"CE";"urbain";"homme";53;"marie";"primaire";"employé";6;TRUE;2568
10079;"CE";"urbain";"homme";41;"marie";"primaire";"ouvrier";4;TRUE;2639
10080;"CE";"urbain";"homme";51;"marie";"secondaire";"ouvrier";4;TRUE;2323
10081;"CE";"urbain";"femme";64;"veuf";"primaire";"retraité";3;FALSE;13542
10082;"CE";"urbain";"homme";78;"marie";"secondaire";"retraité";2;FALSE;21725
10083;"CE";"urbain";"homme";51;"marie";"secondaire";"cadre";5;FALSE;3965
10084;"CE";"urbain";"homme";52;"marie";"primaire";"ouvrier";4;FALSE;6888
10085;"CE";"urbain";"homme";46;"marie";"primaire";"ouvrier";5;TRUE;2133
10086;"CE";"urbain";"femme";64;"veuf";"secondaire";"retraité";1;FALSE;6763
10087;"CE";"urbain";"homme";67;"marie";"primaire";"ouvrier";4;FALSE;3277
10088;"CE";"urbain";"femme";69;"veuf";"aucun";"inactif";2;FALSE;4970
10089;"CE";"urbain";"femme";57;"veuf";"secondaire";"inactif";2;FALSE;8581
10090;"CE";"urbain";"homme";49;"marie";"secondaire";"chomeur";5;FALSE;3740
10091;"CE";"urbain";"homme";42;"marie";"primaire";"chomeur";6;TRUE;2379
10092;"CE";"urbain";"homme";43;"marie";"aucun";"ouvrier";5;TRUE;1499
10093;"CE";"urbain";"homme";54;"marie";"supérieur";"cadre";5;FALSE;4764
10094;"CE";"urbain";"femme";41;"veuf";"aucun";"ouvrier";6;FALSE;4341
10095;"CE";"urbain";"homme";32;"marie";"primaire";"inactif";6;TRUE;2203
10096;"CE";"urbain";"homme";49;"marie";"primaire";"employé";5;FALSE;4729
10097;"CE";"urbain";"homme";52;"marie";"secondaire";"employé";5;FALSE;5854
10098;"CE";"urbain";"homme";56;"marie";"secondaire";"employé";4;FALSE;6452
10099;"CE";"urbain";"homme";38;"marie";"aucun";"ouvrier";4;TRUE;2498
10100;"CE";"urbain";"homme";58;"marie";"primaire";"retraité";4;FALSE;4708
10101;"CE";"urbain";"femme";63;"veuf";"primaire";"inactif";5;FALSE;4193
10102;"CE";"urbain";"homme";59;"marie";"primaire";"retraité";3;FALSE;5401
10103;"CE";"urbain";"homme";48;"marie";"aucun";"ouvrier";2;FALSE;3763
10104;"CE";"urbain";"homme";51;"marie";"primaire";"indépendant";5;FALSE;5892
10105;"CE";"urbain";"homme";69;"marie";"aucun";"retraité";3;FALSE;9514
10106;"CE";"urbain";"homme";60;"marie";"primaire";"retraité";4;FALSE;5275
10107;"CE";"urbain";"homme";59;"marie";"primaire";"ouvrier";5;FALSE;2795
10108;"CE";"urbain";"homme";54;"marie";"secondaire";"ouvrier";5;FALSE;3049
10109;"CE";"urbain";"homme";77;"marie";"primaire";"retraité";3;FALSE;4151
10110;"CE";"urbain";"femme";71;"veuf";"secondaire";"inactif";5;FALSE;4143
10111;"CE";"urbain";"femme";54;"veuf";"primaire";"ouvrier";3;FALSE;10544
10112;"CE";"urbain";"homme";46;"marie";"supérieur";"cadre";5;FALSE;6063
10113;"CE";"urbain";"homme";42;"marie";"supérieur";"employé";4;FALSE;3849
10114;"CE";"urbain";"femme";64;"veuf";"primaire";"inactif";3;FALSE;8109
10115;"CE";"urbain";"homme";51;"marie";"secondaire";"employé";5;FALSE;5061
10116;"CE";"urbain";"homme";81;"marie";"secondaire";"retraité";2;FALSE;8096
10117;"CE";"urbain";"femme";47;"veuf";"primaire";"inactif";4;FALSE;3600
10118;"CE";"urbain";"homme";56;"marie";"supérieur";"cadre";5;FALSE;19562
10119;"CE";"urbain";"homme";91;"marie";"aucun";"retraité";3;TRUE;2313
10120;"CE";"urbain";"homme";57;"marie";"primaire";"cadre";5;FALSE;4368
10121;"CE";"urbain";"homme";43;"marie";"primaire";"cadre";5;FALSE;3537
10122;"CE";"urbain";"homme";83;"marie";"aucun";"retraité";3;FALSE;6312
10123;"CE";"urbain";"homme";45;"marie";"primaire";"ouvrier";6;TRUE;1615
10124;"CE";"urbain";"femme";80;"veuf";"aucun";"inactif";1;FALSE;14206
10125;"CE";"urbain";"homme";86;"marie";"aucun";"inactif";2;FALSE;4710
10126;"CE";"urbain";"homme";58;"marie";"secondaire";"retraité";4;FALSE;6011
10127;"CE";"urbain";"femme";45;"marie";"supérieur";"cadre";5;FALSE;3266
10128;"CE";"urbain";"homme";41;"celibataire";"supérieur";"employé";2;FALSE;7630
10129;"CE";"urbain";"homme";70;"marie";"secondaire";"retraité";9;FALSE;5321
10130;"CE";"urbain";"homme";38;"marie";"supérieur";"cadre";2;FALSE;12867
10131;"CE";"urbain";"homme";46;"marie";"primaire";"ouvrier";5;FALSE;4426
10132;"CE";"urbain";"homme";56;"marie";"supérieur";"cadre";6;FALSE;2984
10133;"CE";"urbain";"homme";80;"marie";"secondaire";"retraité";3;FALSE;9067
10134;"CE";"urbain";"homme";40;"marie";"aucun";"ouvrier";5;TRUE;2386
10135;"CE";"urbain";"homme";42;"marie";"supérieur";"cadre";4;FALSE;6805
10136;"CE";"urbain";"femme";47;"divorce";"primaire";"employé";4;FALSE;4685
10137;"CE";"urbain";"homme";57;"marie";"primaire";"inactif";5;TRUE;2395
10138;"CE";"urbain";"homme";60;"marie";"secondaire";"indépendant";2;FALSE;9416
10139;"CE";"urbain";"homme";40;"marie";"primaire";"ouvrier";5;FALSE;5632
10140;"CE";"urbain";"femme";65;"divorce";"primaire";"retraité";3;FALSE;6788
10141;"CE";"urbain";"homme";65;"marie";"primaire";"agriculteur";3;FALSE;5265
10142;"CE";"urbain";"homme";55;"marie";"primaire";"indépendant";5;FALSE;5758
10143;"CE";"urbain";"homme";37;"marie";"secondaire";"indépendant";2;FALSE;11742
10144;"CE";"urbain";"femme";65;"veuf";"secondaire";"inactif";1;FALSE;8145
10145;"CE";"urbain";"homme";48;"marie";"secondaire";"employé";4;FALSE;5387
10146;"CE";"urbain";"femme";25;"celibataire";"supérieur";"cadre";2;FALSE;9697
10147;"CE";"urbain";"homme";65;"marie";"primaire";"retraité";3;FALSE;7895
10148;"CE";"urbain";"homme";56;"marie";"secondaire";"employé";4;FALSE;8153
10149;"CE";"urbain";"homme";72;"marie";"primaire";"employé";3;FALSE;8848
10150;"CE";"urbain";"homme";47;"marie";"supérieur";"agriculteur";5;FALSE;6363
10151;"CE";"urbain";"homme";43;"marie";"secondaire";"cadre";4;FALSE;10420
10152;"CE";"urbain";"homme";65;"marie";"secondaire";"retraité";2;FALSE;11238
10153;"CE";"urbain";"homme";72;"marie";"secondaire";"retraité";3;FALSE;6977
10154;"CE";"urbain";"homme";32;"marie";"primaire";"cadre";4;FALSE;3693
10155;"CE";"urbain";"homme";65;"marie";"secondaire";"retraité";3;FALSE;8915
10156;"CE";"urbain";"homme";65;"celibataire";"secondaire";"retraité";4;FALSE;4943
10157;"CE";"urbain";"homme";48;"marie";"secondaire";"cadre";5;FALSE;6059
10158;"CE";"urbain";"femme";62;"veuf";"primaire";"retraité";2;FALSE;6913
10159;"CE";"urbain";"homme";74;"marie";"supérieur";"retraité";3;FALSE;6810
10160;"CE";"urbain";"femme";68;"veuf";"primaire";"inactif";2;FALSE;5263
10161;"CE";"urbain";"homme";44;"marie";"supérieur";"cadre";4;FALSE;6921
10162;"CE";"urbain";"femme";75;"divorce";"secondaire";"retraité";1;FALSE;13524
10163;"CE";"urbain";"homme";53;"marie";"secondaire";"cadre";6;FALSE;4684
10164;"CE";"urbain";"homme";42;"marie";"secondaire";"ouvrier";5;TRUE;1219
10165;"CE";"urbain";"homme";26;"marie";"secondaire";"employé";2;FALSE;14331
10166;"CE";"urbain";"femme";59;"veuf";"primaire";"inactif";3;FALSE;4725
10167;"CE";"urbain";"homme";39;"marie";"primaire";"ouvrier";5;TRUE;1431
10168;"CE";"urbain";"homme";50;"marie";"secondaire";"employé";4;FALSE;2755
10169;"CE";"urbain";"homme";77;"marie";"secondaire";"retraité";2;FALSE;13210
10170;"CE";"urbain";"homme";62;"marie";"primaire";"retraité";2;TRUE;2116
10171;"CE";"urbain";"homme";28;"marie";"supérieur";"cadre";4;FALSE;7609
10172;"CE";"urbain";"femme";46;"veuf";"primaire";"indépendant";3;FALSE;7008
10173;"CE";"urbain";"homme";62;"marie";"primaire";"retraité";3;FALSE;5509
10174;"CE";"rural";"homme";50;"marie";"primaire";"ouvrier";6;FALSE;2586
10175;"CE";"rural";"homme";54;"marie";"primaire";"ouvrier";5;FALSE;4257
10176;"CE";"rural";"homme";33;"marie";"primaire";"chomeur";4;FALSE;3196
10177;"CE";"rural";"homme";41;"marie";"primaire";"ouvrier";2;FALSE;5130
10178;"CE";"rural";"homme";65;"marie";"primaire";"retraité";2;FALSE;4192
10179;"CE";"rural";"homme";40;"marie";"primaire";"indépendant";2;FALSE;5167
10180;"CE";"rural";"homme";35;"marie";"primaire";"ouvrier";5;FALSE;2623
10181;"CE";"rural";"homme";57;"marie";"primaire";"cadre";4;FALSE;3418
10182;"CE";"rural";"homme";65;"marie";"primaire";"agriculteur";2;FALSE;4369
10183;"CE";"rural";"homme";63;"marie";"primaire";"ouvrier";3;FALSE;3239
10184;"CE";"rural";"homme";60;"marie";"primaire";"retraité";2;FALSE;3876
10185;"CE";"rural";"homme";65;"marie";"primaire";"agriculteur";2;FALSE;4484
10186;"CE";"rural";"homme";42;"marie";"primaire";"employé";5;FALSE;3168
10187;"CE";"rural";"homme";39;"marie";"secondaire";"ouvrier";6;TRUE;2089
10188;"CE";"rural";"homme";35;"marie";"primaire";"ouvrier";4;FALSE;3405
10189;"CE";"rural";"femme";38;"marie";"primaire";"inactif";6;TRUE;1644
10190;"CE";"rural";"homme";33;"marie";"supérieur";"cadre";2;FALSE;4429
10191;"CE";"rural";"homme";50;"marie";"secondaire";"ouvrier";6;FALSE;2651
10192;"CE";"rural";"homme";78;"marie";"aucun";"agriculteur";3;FALSE;2725
10193;"CE";"rural";"homme";64;"marie";"primaire";"retraité";2;FALSE;4479
10194;"CE";"rural";"homme";40;"marie";"secondaire";"ouvrier";2;FALSE;3392
10195;"CE";"rural";"homme";48;"marie";"secondaire";"ouvrier";6;TRUE;2174
10196;"CE";"rural";"homme";69;"marie";"secondaire";"agriculteur";2;FALSE;5825
10197;"CE";"rural";"homme";58;"marie";"primaire";"inactif";2;FALSE;5025
10198;"CE";"urbain";"femme";48;"veuf";"primaire";"ouvrier";3;FALSE;4115
10199;"CE";"urbain";"homme";46;"marie";"primaire";"ouvrier";4;FALSE;3251
10200;"CE";"urbain";"homme";64;"marie";"primaire";"retraité";5;FALSE;4306
10201;"CE";"urbain";"homme";61;"marie";"primaire";"employé";4;FALSE;7492
10202;"CE";"urbain";"homme";58;"marie";"primaire";"employé";4;FALSE;4831
10203;"CE";"urbain";"homme";60;"marie";"secondaire";"retraité";2;FALSE;9200
10204;"CE";"urbain";"homme";63;"marie";"primaire";"retraité";2;FALSE;6538
10205;"CE";"urbain";"femme";70;"celibataire";"aucun";"inactif";1;FALSE;3196
10206;"CE";"urbain";"homme";33;"marie";"secondaire";"ouvrier";2;FALSE;9872
10207;"CE";"urbain";"homme";31;"marie";"primaire";"ouvrier";2;FALSE;7465
10208;"CE";"urbain";"homme";64;"marie";"secondaire";"ouvrier";4;FALSE;3107
10209;"CE";"urbain";"homme";30;"marie";"secondaire";"chomeur";4;FALSE;3123
10210;"CE";"rural";"homme";44;"marie";"primaire";"agriculteur";5;FALSE;2448
10211;"CE";"rural";"homme";52;"celibataire";"primaire";"ouvrier";5;FALSE;3132
10212;"CE";"rural";"homme";70;"marie";"primaire";"retraité";5;FALSE;3646
10213;"CE";"rural";"homme";40;"marie";"secondaire";"employé";4;FALSE;5179
10214;"CE";"rural";"homme";52;"marie";"primaire";"indépendant";6;FALSE;2750
10215;"CE";"rural";"homme";71;"marie";"primaire";"retraité";4;FALSE;2757
10216;"CE";"rural";"homme";58;"marie";"primaire";"cadre";6;TRUE;1764
10217;"CE";"rural";"homme";90;"marie";"aucun";"retraité";2;FALSE;2299
10218;"CE";"rural";"homme";55;"marie";"aucun";"ouvrier";4;FALSE;3722
10219;"CE";"rural";"homme";87;"marie";"aucun";"agriculteur";3;TRUE;1789
10220;"CE";"rural";"femme";25;"marie";"secondaire";"inactif";3;FALSE;2651
10221;"CE";"rural";"femme";37;"marie";"aucun";"inactif";5;FALSE;2424
10222;"CE";"rural";"homme";41;"marie";"primaire";"agriculteur";6;TRUE;2005
10223;"CE";"rural";"homme";36;"marie";"primaire";"indépendant";5;FALSE;4279
10225;"CE";"rural";"homme";33;"marie";"secondaire";"employé";5;FALSE;4099
10226;"CE";"rural";"homme";32;"marie";"primaire";"employé";4;FALSE;3193
10227;"CE";"rural";"femme";46;"veuf";"primaire";"agriculteur";5;FALSE;5536
10228;"CE";"rural";"homme";45;"marie";"primaire";"cadre";3;FALSE;5541
10229;"CE";"rural";"homme";65;"marie";"primaire";"employé";3;FALSE;12588
10230;"CE";"rural";"homme";63;"marie";"primaire";"retraité";2;FALSE;4910
10231;"CE";"rural";"homme";44;"marie";"secondaire";"ouvrier";6;FALSE;2401
10232;"CE";"rural";"homme";48;"marie";"primaire";"ouvrier";5;FALSE;4905
10233;"CE";"rural";"femme";68;"veuf";"aucun";"inactif";4;FALSE;4251
10234;"CE";"rural";"femme";45;"marie";"aucun";"inactif";2;FALSE;4778
10235;"CE";"rural";"homme";71;"marie";"aucun";"retraité";2;FALSE;6869
10236;"CE";"rural";"femme";52;"marie";"aucun";"inactif";3;FALSE;4294
10237;"CE";"rural";"femme";40;"marie";"secondaire";"agriculteur";5;FALSE;4138
10238;"CE";"rural";"homme";70;"marie";"primaire";"retraité";2;FALSE;9053
10239;"CE";"rural";"homme";76;"marie";"primaire";"ouvrier";5;FALSE;3357
10240;"CE";"rural";"homme";71;"marie";"primaire";"agriculteur";2;FALSE;6517
10241;"CE";"rural";"homme";43;"marie";"primaire";"agriculteur";6;FALSE;2268
10242;"CE";"rural";"femme";48;"veuf";"aucun";"inactif";1;FALSE;5939
10243;"CE";"rural";"femme";46;"marie";"aucun";"agriculteur";6;FALSE;2552
10244;"CE";"rural";"homme";53;"marie";"primaire";"cadre";2;FALSE;5518
10245;"CE";"rural";"homme";41;"marie";"primaire";"ouvrier";6;FALSE;2709
10246;"CE";"urbain";"homme";74;"marie";"supérieur";"agriculteur";2;FALSE;8120
10247;"CE";"urbain";"homme";38;"marie";"supérieur";"cadre";4;FALSE;6043
10248;"CE";"urbain";"homme";36;"marie";"secondaire";"ouvrier";3;FALSE;5064
10249;"CE";"urbain";"homme";46;"marie";"primaire";"ouvrier";6;FALSE;5081
10250;"CE";"urbain";"homme";57;"marie";"primaire";"cadre";2;FALSE;9595
10251;"CE";"urbain";"femme";66;"veuf";"aucun";"inactif";1;FALSE;14309
10252;"CE";"urbain";"homme";69;"marie";"secondaire";"retraité";2;FALSE;9799
10253;"CE";"urbain";"homme";49;"marie";"secondaire";"ouvrier";3;FALSE;7866
10254;"CE";"urbain";"homme";37;"marie";"supérieur";"agriculteur";4;FALSE;4889
10255;"CE";"urbain";"homme";61;"marie";"supérieur";"retraité";5;FALSE;5492
10256;"CE";"urbain";"homme";42;"marie";"primaire";"agriculteur";6;FALSE;3233
10257;"CE";"urbain";"homme";89;"marie";"primaire";"retraité";2;FALSE;3977
10258;"CE";"rural";"homme";45;"marie";"secondaire";"employé";5;FALSE;7345
10259;"CE";"rural";"homme";43;"marie";"aucun";"ouvrier";5;TRUE;1605
10260;"CE";"rural";"homme";30;"marie";"primaire";"ouvrier";3;FALSE;3531
10261;"CE";"rural";"homme";63;"marie";"primaire";"ouvrier";5;FALSE;3418
10262;"CE";"rural";"homme";47;"marie";"secondaire";"ouvrier";5;FALSE;3813
10263;"CE";"rural";"homme";53;"marie";"primaire";"cadre";5;FALSE;3397
10264;"CE";"rural";"homme";66;"marie";"primaire";"ouvrier";4;FALSE;3305
10265;"CE";"rural";"homme";60;"marie";"supérieur";"agriculteur";4;FALSE;8365
10266;"CE";"rural";"homme";78;"marie";"aucun";"retraité";3;FALSE;8604
10267;"CE";"rural";"homme";47;"marie";"primaire";"employé";4;FALSE;3065
10268;"CE";"rural";"homme";48;"marie";"primaire";"employé";7;FALSE;3255
10269;"CE";"rural";"homme";40;"marie";"primaire";"employé";4;FALSE;3188
10270;"CE";"urbain";"femme";69;"celibataire";"aucun";"retraité";1;FALSE;6668
10271;"CE";"urbain";"homme";60;"marie";"primaire";"employé";6;FALSE;3854
10272;"CE";"urbain";"homme";45;"marie";"primaire";"employé";5;FALSE;4925
10273;"CE";"urbain";"femme";66;"veuf";"aucun";"inactif";4;FALSE;4299
10274;"CE";"urbain";"homme";58;"veuf";"aucun";"indépendant";3;FALSE;5817
10275;"CE";"urbain";"homme";48;"marie";"secondaire";"cadre";5;FALSE;5805
10276;"CE";"urbain";"femme";81;"veuf";"aucun";"inactif";2;FALSE;3292
10277;"CE";"urbain";"homme";71;"marie";"primaire";"inactif";6;FALSE;3935
10278;"CE";"urbain";"homme";51;"marie";"primaire";"ouvrier";5;FALSE;3208
10279;"CE";"urbain";"femme";57;"celibataire";"primaire";"inactif";1;FALSE;4368
10280;"CE";"urbain";"homme";63;"marie";"primaire";"retraité";5;FALSE;3646
10281;"CE";"urbain";"homme";65;"marie";"secondaire";"retraité";4;FALSE;4225
10282;"CE";"urbain";"homme";43;"marie";"primaire";"agriculteur";4;FALSE;4454
10283;"CE";"urbain";"femme";65;"veuf";"aucun";"retraité";1;FALSE;6315
10284;"CE";"urbain";"homme";70;"marie";"primaire";"retraité";4;FALSE;6034
10285;"CE";"urbain";"homme";49;"marie";"primaire";"agriculteur";5;FALSE;4670
10286;"CE";"urbain";"homme";38;"marie";"supérieur";"cadre";5;FALSE;4298
10287;"CE";"urbain";"homme";81;"marie";"primaire";"inactif";2;FALSE;4971
10288;"CE";"urbain";"homme";45;"marie";"primaire";"inactif";4;FALSE;2824
10289;"CE";"urbain";"homme";45;"marie";"primaire";"agriculteur";5;TRUE;2410
10290;"CE";"urbain";"homme";60;"marie";"primaire";"indépendant";4;FALSE;6284
