"id";"reg";"mil";"sex";"age";"mat";"ins";"csp";"nbp";"pvr";"rev"
5109;"NE";"urbain";"femme";82;"veuf";"aucun";"inactif";1;FALSE;4563
5110;"NE";"urbain";"homme";31;"marie";"secondaire";"cadre";5;FALSE;3352
5111;"NE";"urbain";"homme";38;"marie";"secondaire";"ouvrier";4;FALSE;3050
5112;"NE";"urbain";"homme";45;"marie";"secondaire";"employé";4;FALSE;4072
5113;"NE";"urbain";"femme";55;"veuf";"aucun";"inactif";3;FALSE;4252
5114;"NE";"urbain";"homme";38;"marie";"secondaire";"employé";5;FALSE;2753
5115;"NE";"urbain";"homme";66;"marie";"secondaire";"employé";5;FALSE;2942
5116;"NE";"urbain";"homme";67;"marie";"primaire";"retraité";2;FALSE;4817
5117;"NE";"rural";"homme";59;"marie";"primaire";"ouvrier";3;FALSE;4570
5118;"NE";"rural";"homme";44;"marie";"primaire";"agriculteur";4;FALSE;3081
5119;"NE";"rural";"homme";63;"marie";"secondaire";"employé";2;FALSE;5780
5120;"NE";"rural";"homme";44;"marie";"primaire";"employé";5;FALSE;3051
5121;"NE";"rural";"homme";57;"marie";"primaire";"employé";5;TRUE;2188
5122;"NE";"rural";"homme";61;"marie";"primaire";"agriculteur";3;FALSE;3766
5123;"NE";"rural";"homme";48;"marie";"supérieur";"cadre";7;FALSE;3212
5124;"NE";"rural";"homme";36;"marie";"supérieur";"ouvrier";3;FALSE;5427
5125;"NE";"rural";"homme";45;"marie";"primaire";"ouvrier";6;TRUE;1760
5126;"NE";"rural";"homme";32;"marie";"secondaire";"employé";4;TRUE;2120
5127;"NE";"rural";"femme";85;"veuf";"primaire";"inactif";5;TRUE;2153
5128;"NE";"rural";"femme";42;"veuf";"primaire";"ouvrier";6;FALSE;2536
5129;"NE";"rural";"homme";39;"marie";"secondaire";"ouvrier";4;FALSE;2412
5130;"NE";"rural";"homme";86;"veuf";"aucun";"inactif";6;TRUE;1586
5131;"NE";"rural";"homme";57;"marie";"secondaire";"employé";4;FALSE;4641
5132;"NE";"rural";"homme";43;"marie";"secondaire";"employé";3;FALSE;3428
5133;"NE";"rural";"femme";60;"celibataire";"aucun";"inactif";2;FALSE;3729
5134;"NE";"rural";"homme";45;"marie";"secondaire";"employé";4;FALSE;4259
5135;"NE";"rural";"homme";53;"marie";"primaire";"ouvrier";5;TRUE;1580
5136;"NE";"rural";"homme";43;"marie";"primaire";"agriculteur";4;FALSE;4420
5137;"NE";"rural";"femme";91;"veuf";"aucun";"inactif";6;TRUE;2215
5138;"NE";"rural";"homme";84;"marie";"aucun";"retraité";6;FALSE;2885
5139;"NE";"rural";"homme";80;"marie";"aucun";"retraité";3;FALSE;10219
5140;"NE";"rural";"homme";47;"marie";"secondaire";"ouvrier";5;FALSE;2678
5141;"NE";"urbain";"homme";58;"marie";"secondaire";"employé";4;FALSE;4505
5142;"NE";"urbain";"femme";75;"veuf";"aucun";"inactif";1;FALSE;5552
5143;"NE";"urbain";"femme";57;"veuf";"primaire";"inactif";5;FALSE;5070
5144;"NE";"urbain";"homme";36;"marie";"supérieur";"ouvrier";4;FALSE;4436
5145;"NE";"urbain";"homme";77;"marie";"aucun";"retraité";2;FALSE;5320
5146;"NE";"urbain";"homme";54;"marie";"primaire";"ouvrier";6;FALSE;2806
5147;"NE";"urbain";"homme";46;"marie";"supérieur";"indépendant";4;FALSE;2996
5148;"NE";"urbain";"femme";51;"marie";"aucun";"inactif";5;TRUE;2233
5149;"NE";"urbain";"homme";65;"celibataire";"secondaire";"retraité";4;FALSE;3784
5150;"NE";"urbain";"homme";83;"veuf";"aucun";"inactif";3;TRUE;2360
5151;"NE";"urbain";"homme";63;"marie";"primaire";"retraité";5;FALSE;3652
5152;"NE";"urbain";"homme";49;"marie";"primaire";"ouvrier";4;FALSE;3738
5153;"NE";"rural";"homme";58;"marie";"primaire";"agriculteur";3;FALSE;6343
5154;"NE";"rural";"homme";47;"marie";"primaire";"employé";4;FALSE;2424
5155;"NE";"rural";"homme";65;"marie";"supérieur";"agriculteur";3;FALSE;4114
5156;"NE";"rural";"homme";78;"marie";"primaire";"agriculteur";5;FALSE;2999
5157;"NE";"rural";"homme";60;"marie";"primaire";"retraité";2;FALSE;9358
5158;"NE";"rural";"homme";43;"marie";"secondaire";"employé";4;FALSE;3235
5159;"NE";"rural";"femme";109;"divorce";"primaire";"inactif";3;FALSE;3476
5160;"NE";"rural";"femme";52;"marie";"primaire";"agriculteur";1;FALSE;8013
5161;"NE";"rural";"homme";61;"marie";"primaire";"chomeur";4;TRUE;1373
5162;"NE";"rural";"homme";78;"marie";"aucun";"retraité";7;FALSE;2811
5163;"NE";"rural";"homme";67;"marie";"secondaire";"agriculteur";3;FALSE;6983
5164;"NE";"rural";"femme";65;"veuf";"primaire";"inactif";3;FALSE;3501
5165;"NE";"rural";"homme";76;"marie";"aucun";"retraité";3;FALSE;4901
5166;"NE";"rural";"homme";40;"marie";"secondaire";"employé";3;FALSE;8707
5167;"NE";"rural";"homme";59;"marie";"primaire";"employé";5;FALSE;8861
5168;"NE";"rural";"femme";70;"veuf";"aucun";"inactif";1;FALSE;6139
5170;"NE";"rural";"homme";61;"marie";"aucun";"retraité";3;FALSE;6146
5171;"NE";"rural";"homme";50;"marie";"secondaire";"agriculteur";5;FALSE;2344
5172;"NE";"rural";"homme";52;"marie";"secondaire";"inactif";4;FALSE;2257
5173;"NE";"rural";"homme";29;"marie";"primaire";"ouvrier";3;FALSE;4510
5174;"NE";"rural";"femme";71;"veuf";"aucun";"inactif";1;FALSE;7978
5175;"NE";"rural";"homme";66;"marie";"primaire";"agriculteur";3;FALSE;4416
5176;"NE";"rural";"homme";60;"marie";"primaire";"employé";3;FALSE;3647
5177;"NE";"urbain";"homme";69;"marie";"supérieur";"employé";4;FALSE;5248
5178;"NE";"urbain";"homme";68;"marie";"secondaire";"retraité";5;FALSE;5442
5179;"NE";"urbain";"homme";47;"marie";"secondaire";"ouvrier";6;TRUE;2263
5180;"NE";"urbain";"homme";57;"marie";"aucun";"employé";5;FALSE;5823
5181;"NE";"urbain";"femme";73;"veuf";"aucun";"agriculteur";2;FALSE;4566
5182;"NE";"urbain";"homme";41;"marie";"secondaire";"ouvrier";4;FALSE;4533
5183;"NE";"urbain";"homme";72;"marie";"secondaire";"retraité";3;FALSE;4769
5184;"NE";"urbain";"homme";65;"marie";"primaire";"retraité";4;FALSE;4690
5185;"NE";"urbain";"femme";60;"veuf";"primaire";"inactif";3;FALSE;12033
5186;"NE";"urbain";"homme";72;"marie";"aucun";"retraité";4;FALSE;4526
5187;"NE";"urbain";"homme";55;"marie";"primaire";"cadre";5;FALSE;6444
5188;"NE";"urbain";"homme";44;"marie";"secondaire";"ouvrier";4;FALSE;3184
5189;"NE";"rural";"femme";64;"veuf";"aucun";"inactif";3;FALSE;3125
5190;"NE";"rural";"homme";46;"marie";"primaire";"ouvrier";5;FALSE;2584
5191;"NE";"rural";"femme";85;"veuf";"aucun";"inactif";4;TRUE;1892
5192;"NE";"rural";"homme";64;"marie";"primaire";"agriculteur";2;FALSE;8579
5193;"NE";"rural";"femme";78;"veuf";"aucun";"inactif";2;FALSE;3890
5194;"NE";"rural";"femme";70;"veuf";"aucun";"inactif";2;FALSE;4748
5195;"NE";"rural";"femme";62;"veuf";"aucun";"ouvrier";2;FALSE;4349
5196;"NE";"rural";"homme";51;"marie";"primaire";"ouvrier";5;FALSE;2633
5197;"NE";"rural";"homme";64;"marie";"aucun";"retraité";2;TRUE;2194
5198;"NE";"rural";"homme";50;"marie";"primaire";"ouvrier";3;FALSE;3464
5199;"NE";"rural";"homme";37;"marie";"primaire";"agriculteur";4;FALSE;2490
5200;"NE";"rural";"homme";46;"marie";"primaire";"agriculteur";4;FALSE;3667
5201;"NE";"rural";"homme";30;"marie";"primaire";"indépendant";3;FALSE;3769
5202;"NE";"rural";"homme";41;"marie";"supérieur";"ouvrier";4;TRUE;1722
5203;"NE";"rural";"femme";50;"veuf";"primaire";"inactif";1;FALSE;5192
5204;"NE";"rural";"homme";59;"marie";"secondaire";"inactif";4;TRUE;2076
5205;"NE";"rural";"homme";55;"marie";"primaire";"retraité";4;FALSE;2391
5206;"NE";"rural";"homme";68;"marie";"primaire";"retraité";2;FALSE;2855
5207;"NE";"rural";"homme";51;"marie";"primaire";"ouvrier";5;FALSE;2326
5208;"NE";"rural";"homme";67;"marie";"primaire";"agriculteur";3;FALSE;2723
5209;"NE";"rural";"homme";49;"marie";"aucun";"chomeur";5;TRUE;1494
5210;"NE";"rural";"homme";63;"marie";"primaire";"retraité";5;TRUE;1398
5211;"NE";"rural";"homme";65;"marie";"secondaire";"agriculteur";5;TRUE;1409
5212;"NE";"rural";"homme";68;"marie";"primaire";"retraité";3;TRUE;2202
5213;"NE";"rural";"femme";73;"veuf";"aucun";"inactif";2;FALSE;2457
5214;"NE";"rural";"homme";50;"marie";"primaire";"employé";5;TRUE;1462
5215;"NE";"rural";"homme";51;"marie";"primaire";"ouvrier";5;TRUE;2217
5216;"NE";"rural";"homme";54;"marie";"primaire";"employé";5;TRUE;1293
5217;"NE";"rural";"homme";71;"marie";"aucun";"retraité";4;TRUE;1952
5218;"NE";"rural";"femme";109;"veuf";"aucun";"inactif";2;FALSE;3268
5219;"NE";"rural";"homme";50;"marie";"secondaire";"ouvrier";4;FALSE;2993
5220;"NE";"rural";"femme";60;"veuf";"aucun";"inactif";5;FALSE;3082
5221;"NE";"rural";"homme";50;"marie";"primaire";"employé";5;FALSE;2627
5222;"NE";"rural";"femme";70;"veuf";"aucun";"inactif";3;FALSE;3431
5223;"NE";"rural";"homme";60;"marie";"aucun";"employé";6;FALSE;2353
5224;"NE";"rural";"homme";64;"veuf";"secondaire";"inactif";4;FALSE;3292
5225;"NE";"urbain";"homme";42;"marie";"supérieur";"cadre";5;FALSE;3937
5226;"NE";"urbain";"homme";52;"marie";"primaire";"ouvrier";5;FALSE;4598
5227;"NE";"urbain";"femme";78;"veuf";"aucun";"inactif";2;FALSE;5650
5228;"NE";"urbain";"homme";43;"marie";"primaire";"employé";5;TRUE;2558
5229;"NE";"urbain";"homme";67;"marie";"primaire";"employé";2;FALSE;6882
5230;"NE";"urbain";"homme";58;"marie";"secondaire";"employé";3;FALSE;6929
5231;"NE";"urbain";"homme";71;"marie";"primaire";"retraité";2;FALSE;5667
5232;"NE";"urbain";"homme";43;"marie";"supérieur";"cadre";5;FALSE;4760
5233;"NE";"urbain";"homme";66;"marie";"primaire";"retraité";3;FALSE;7565
5234;"NE";"urbain";"homme";60;"marie";"primaire";"indépendant";2;TRUE;2569
5235;"NE";"urbain";"homme";58;"celibataire";"secondaire";"ouvrier";5;FALSE;4350
5236;"NE";"urbain";"homme";63;"marie";"primaire";"ouvrier";4;FALSE;5217
5237;"NE";"urbain";"homme";65;"marie";"secondaire";"ouvrier";5;FALSE;3988
5238;"NE";"urbain";"homme";65;"marie";"primaire";"retraité";4;FALSE;5714
5239;"NE";"urbain";"homme";35;"marie";"supérieur";"employé";4;FALSE;6787
5240;"NE";"urbain";"homme";63;"marie";"secondaire";"retraité";2;FALSE;9437
5241;"NE";"urbain";"femme";76;"veuf";"aucun";"inactif";2;FALSE;6095
5242;"NE";"urbain";"homme";55;"marie";"supérieur";"cadre";5;FALSE;6089
5243;"NE";"urbain";"homme";62;"marie";"primaire";"ouvrier";3;FALSE;4513
5244;"NE";"urbain";"homme";70;"marie";"supérieur";"agriculteur";2;FALSE;6869
5245;"NE";"urbain";"femme";76;"veuf";"aucun";"inactif";4;FALSE;5765
5246;"NE";"urbain";"femme";54;"veuf";"secondaire";"inactif";2;FALSE;6832
5247;"NE";"urbain";"homme";65;"marie";"primaire";"employé";3;FALSE;6920
5248;"NE";"urbain";"homme";74;"marie";"aucun";"agriculteur";3;FALSE;7433
5249;"NE";"rural";"homme";66;"marie";"secondaire";"retraité";5;FALSE;6468
5250;"NE";"rural";"homme";52;"marie";"secondaire";"inactif";5;FALSE;2554
5251;"NE";"rural";"homme";61;"veuf";"aucun";"inactif";3;FALSE;5844
5252;"NE";"rural";"homme";45;"marie";"secondaire";"ouvrier";5;TRUE;1931
5253;"NE";"rural";"homme";34;"marie";"secondaire";"indépendant";4;FALSE;4159
5254;"NE";"rural";"homme";66;"marie";"aucun";"retraité";4;FALSE;4985
5255;"NE";"rural";"femme";53;"veuf";"aucun";"ouvrier";3;FALSE;4720
5256;"NE";"rural";"homme";36;"marie";"supérieur";"ouvrier";4;FALSE;3444
5257;"NE";"rural";"femme";68;"veuf";"aucun";"inactif";5;FALSE;4507
5258;"NE";"rural";"femme";64;"veuf";"aucun";"inactif";1;FALSE;7231
5259;"NE";"rural";"femme";48;"veuf";"primaire";"chomeur";2;FALSE;3914
5260;"NE";"rural";"homme";50;"marie";"secondaire";"ouvrier";7;FALSE;3534
5261;"NE";"urbain";"femme";63;"veuf";"aucun";"inactif";4;FALSE;3309
5262;"NE";"urbain";"homme";32;"marie";"secondaire";"ouvrier";4;FALSE;4532
5263;"NE";"urbain";"homme";40;"marie";"supérieur";"cadre";4;FALSE;3408
5264;"NE";"urbain";"homme";47;"marie";"primaire";"cadre";4;FALSE;2830
5265;"NE";"urbain";"femme";21;"celibataire";"secondaire";"ouvrier";5;FALSE;2937
5266;"NE";"urbain";"homme";61;"marie";"supérieur";"cadre";4;FALSE;3256
5267;"NE";"urbain";"femme";74;"veuf";"aucun";"inactif";5;FALSE;2863
5268;"NE";"urbain";"femme";69;"veuf";"aucun";"inactif";4;TRUE;2058
5269;"NE";"urbain";"homme";37;"marie";"primaire";"ouvrier";4;TRUE;2305
5270;"NE";"urbain";"homme";69;"marie";"supérieur";"retraité";2;FALSE;6740
5271;"NE";"urbain";"homme";51;"marie";"primaire";"employé";5;TRUE;2009
5272;"NE";"urbain";"femme";70;"veuf";"aucun";"inactif";2;FALSE;4750
5273;"NE";"rural";"homme";58;"marie";"secondaire";"retraité";3;FALSE;4525
5274;"NE";"rural";"homme";46;"marie";"secondaire";"employé";6;FALSE;3295
5275;"NE";"rural";"femme";83;"veuf";"aucun";"inactif";1;FALSE;10071
5276;"NE";"rural";"homme";38;"marie";"secondaire";"employé";4;FALSE;3276
5277;"NE";"rural";"homme";42;"marie";"secondaire";"ouvrier";5;FALSE;2298
5279;"NE";"rural";"homme";34;"marie";"primaire";"ouvrier";3;FALSE;4589
5280;"NE";"rural";"homme";62;"marie";"primaire";"agriculteur";3;TRUE;1766
5281;"NE";"rural";"homme";80;"marie";"aucun";"retraité";5;TRUE;1679
5282;"NE";"rural";"homme";85;"marie";"aucun";"inactif";2;FALSE;6138
5283;"NE";"rural";"homme";61;"marie";"primaire";"inactif";2;FALSE;3363
5284;"NE";"rural";"homme";59;"marie";"aucun";"agriculteur";2;FALSE;3072
5285;"NE";"urbain";"homme";37;"marie";"supérieur";"cadre";4;FALSE;5847
5286;"NE";"urbain";"homme";53;"marie";"primaire";"employé";4;FALSE;13666
5287;"NE";"urbain";"femme";70;"veuf";"primaire";"employé";3;FALSE;7189
5288;"NE";"urbain";"homme";72;"marie";"primaire";"retraité";3;FALSE;4339
5289;"NE";"urbain";"homme";74;"marie";"secondaire";"cadre";2;FALSE;10179
5290;"NE";"urbain";"femme";69;"veuf";"aucun";"inactif";1;FALSE;8345
5291;"NE";"urbain";"femme";58;"celibataire";"primaire";"inactif";3;FALSE;6703
5292;"NE";"urbain";"homme";66;"marie";"primaire";"inactif";2;FALSE;9143
5293;"NE";"urbain";"homme";46;"marie";"primaire";"ouvrier";4;FALSE;3710
5294;"NE";"urbain";"homme";42;"marie";"supérieur";"ouvrier";4;TRUE;2007
5295;"NE";"urbain";"homme";69;"marie";"secondaire";"retraité";2;FALSE;7124
5296;"NE";"urbain";"homme";86;"celibataire";"aucun";"retraité";3;FALSE;4646
5297;"NE";"rural";"homme";39;"marie";"primaire";"chomeur";4;FALSE;5541
5298;"NE";"rural";"homme";54;"marie";"aucun";"chomeur";4;TRUE;2108
5299;"NE";"rural";"femme";69;"veuf";"aucun";"inactif";3;FALSE;2305
5300;"NE";"rural";"homme";41;"marie";"secondaire";"employé";4;FALSE;2480
5301;"NE";"rural";"femme";60;"celibataire";"primaire";"inactif";1;FALSE;5089
5302;"NE";"rural";"homme";44;"marie";"primaire";"ouvrier";5;FALSE;2284
5303;"NE";"rural";"femme";48;"marie";"aucun";"inactif";3;FALSE;4882
5304;"NE";"rural";"homme";45;"marie";"secondaire";"cadre";6;FALSE;2379
5305;"NE";"rural";"homme";81;"celibataire";"primaire";"agriculteur";4;TRUE;1473
5306;"NE";"rural";"homme";45;"marie";"primaire";"indépendant";7;FALSE;3212
5307;"NE";"rural";"homme";67;"marie";"aucun";"retraité";4;TRUE;2010
5308;"NE";"rural";"femme";85;"veuf";"aucun";"inactif";2;TRUE;2106
5309;"NE";"urbain";"homme";63;"marie";"supérieur";"retraité";3;FALSE;14073
5310;"NE";"urbain";"homme";57;"marie";"primaire";"employé";7;FALSE;9906
5311;"NE";"urbain";"homme";61;"marie";"primaire";"cadre";3;FALSE;14285
5312;"NE";"urbain";"homme";53;"marie";"secondaire";"cadre";6;FALSE;3551
5313;"NE";"urbain";"homme";56;"marie";"supérieur";"cadre";6;TRUE;2418
5314;"NE";"urbain";"homme";51;"marie";"secondaire";"cadre";5;FALSE;4653
5315;"NE";"urbain";"homme";36;"marie";"supérieur";"cadre";5;FALSE;4519
5316;"NE";"urbain";"homme";62;"marie";"primaire";"ouvrier";3;FALSE;9877
5317;"NE";"urbain";"homme";49;"marie";"supérieur";"cadre";3;FALSE;13741
5318;"NE";"urbain";"homme";68;"marie";"secondaire";"retraité";2;FALSE;10559
5319;"NE";"urbain";"homme";38;"marie";"secondaire";"ouvrier";5;TRUE;1991
5320;"NE";"urbain";"femme";57;"veuf";"primaire";"ouvrier";3;FALSE;5307
5321;"NE";"rural";"homme";65;"marie";"primaire";"retraité";2;FALSE;5081
5322;"NE";"rural";"femme";64;"veuf";"primaire";"inactif";4;FALSE;2785
5323;"NE";"rural";"homme";63;"marie";"aucun";"retraité";3;FALSE;3305
5324;"NE";"rural";"homme";31;"marie";"secondaire";"cadre";3;FALSE;4141
5325;"NE";"rural";"homme";61;"marie";"primaire";"retraité";6;FALSE;2391
5326;"NE";"rural";"homme";61;"marie";"primaire";"retraité";3;FALSE;2955
5327;"NE";"rural";"homme";65;"marie";"primaire";"retraité";6;TRUE;2210
5328;"NE";"rural";"femme";78;"veuf";"aucun";"inactif";6;FALSE;2354
5329;"NE";"rural";"homme";48;"marie";"primaire";"ouvrier";4;TRUE;1637
5330;"NE";"rural";"homme";51;"marie";"primaire";"ouvrier";5;FALSE;5604
5331;"NE";"rural";"homme";54;"marie";"primaire";"ouvrier";3;FALSE;4184
5332;"NE";"rural";"homme";33;"marie";"secondaire";"ouvrier";4;TRUE;2140
5333;"NE";"rural";"homme";64;"marie";"supérieur";"retraité";5;FALSE;5317
5334;"NE";"rural";"homme";56;"marie";"supérieur";"retraité";4;FALSE;5486
5335;"NE";"rural";"homme";80;"marie";"aucun";"retraité";2;FALSE;4301
5336;"NE";"rural";"homme";43;"marie";"secondaire";"employé";5;FALSE;3176
5338;"NE";"rural";"homme";51;"marie";"primaire";"ouvrier";5;TRUE;2140
5339;"NE";"rural";"homme";56;"marie";"secondaire";"cadre";4;FALSE;5387
5340;"NE";"rural";"homme";77;"marie";"aucun";"retraité";3;FALSE;3907
5341;"NE";"rural";"homme";48;"marie";"secondaire";"employé";5;FALSE;3133
5342;"NE";"rural";"femme";60;"celibataire";"aucun";"inactif";2;FALSE;4789
5343;"NE";"rural";"homme";43;"marie";"primaire";"ouvrier";2;FALSE;10480
5344;"NE";"rural";"femme";80;"veuf";"aucun";"inactif";1;FALSE;4325
5346;"NE";"rural";"femme";37;"marie";"secondaire";"inactif";4;FALSE;4312
5347;"NE";"rural";"homme";55;"marie";"secondaire";"cadre";5;FALSE;2359
5348;"NE";"rural";"homme";74;"celibataire";"primaire";"retraité";2;FALSE;2438
5349;"NE";"rural";"homme";64;"marie";"primaire";"chomeur";4;FALSE;4044
5350;"NE";"rural";"homme";48;"marie";"primaire";"indépendant";6;TRUE;2075
5351;"NE";"rural";"homme";55;"marie";"secondaire";"retraité";4;FALSE;2945
5352;"NE";"rural";"femme";59;"veuf";"primaire";"retraité";2;FALSE;7467
5353;"NE";"rural";"homme";43;"marie";"primaire";"ouvrier";6;FALSE;4675
5354;"NE";"rural";"homme";48;"marie";"primaire";"ouvrier";5;TRUE;1657
5355;"NE";"rural";"homme";58;"marie";"primaire";"indépendant";4;FALSE;2423
5356;"NE";"rural";"homme";55;"marie";"secondaire";"agriculteur";6;FALSE;2418
5357;"NE";"urbain";"femme";47;"divorce";"aucun";"ouvrier";4;FALSE;2984
5358;"NE";"urbain";"homme";35;"marie";"primaire";"ouvrier";4;FALSE;4290
5359;"NE";"urbain";"homme";66;"marie";"aucun";"employé";4;FALSE;2685
5360;"NE";"urbain";"homme";58;"marie";"primaire";"inactif";4;FALSE;3606
5361;"NE";"urbain";"homme";49;"marie";"secondaire";"ouvrier";6;TRUE;1689
5362;"NE";"urbain";"homme";41;"marie";"secondaire";"employé";5;TRUE;2342
5363;"NE";"urbain";"homme";38;"marie";"secondaire";"employé";6;TRUE;2463
5364;"NE";"urbain";"homme";33;"marie";"secondaire";"ouvrier";4;FALSE;3489
5365;"NE";"urbain";"homme";49;"marie";"secondaire";"cadre";5;TRUE;2601
5366;"NE";"urbain";"homme";56;"marie";"aucun";"ouvrier";5;FALSE;3133
5367;"NE";"urbain";"homme";32;"marie";"secondaire";"ouvrier";3;FALSE;2913
5369;"NE";"rural";"homme";47;"marie";"aucun";"chomeur";6;TRUE;1870
5370;"NE";"rural";"homme";33;"marie";"primaire";"ouvrier";4;TRUE;1563
5371;"NE";"rural";"homme";70;"marie";"primaire";"inactif";6;TRUE;1036
5372;"NE";"rural";"homme";53;"marie";"aucun";"agriculteur";2;FALSE;3208
5373;"NE";"rural";"homme";45;"marie";"primaire";"inactif";6;TRUE;1067
5374;"NE";"rural";"homme";51;"marie";"aucun";"agriculteur";5;FALSE;3091
5375;"NE";"rural";"homme";81;"marie";"aucun";"agriculteur";2;FALSE;2693
5376;"NE";"rural";"homme";48;"marie";"primaire";"ouvrier";6;TRUE;1494
5377;"NE";"rural";"homme";40;"marie";"aucun";"agriculteur";5;TRUE;1112
5378;"NE";"rural";"homme";73;"marie";"aucun";"agriculteur";2;FALSE;5441
5379;"NE";"rural";"homme";56;"marie";"aucun";"agriculteur";4;TRUE;1799
5380;"NE";"rural";"homme";64;"marie";"primaire";"retraité";2;FALSE;5514
5381;"NE";"urbain";"homme";44;"marie";"primaire";"indépendant";5;TRUE;1800
5382;"NE";"urbain";"homme";51;"marie";"supérieur";"employé";3;FALSE;8396
5383;"NE";"urbain";"homme";48;"marie";"primaire";"chomeur";3;FALSE;2712
5384;"NE";"urbain";"homme";68;"marie";"aucun";"agriculteur";3;FALSE;3200
5385;"NE";"urbain";"homme";53;"marie";"supérieur";"cadre";6;TRUE;2545
5386;"NE";"urbain";"homme";60;"marie";"aucun";"agriculteur";3;FALSE;3043
5387;"NE";"urbain";"homme";45;"marie";"secondaire";"cadre";2;FALSE;3755
5388;"NE";"urbain";"homme";51;"marie";"aucun";"inactif";4;FALSE;3527
5389;"NE";"urbain";"homme";42;"marie";"secondaire";"cadre";4;FALSE;2921
5390;"NE";"urbain";"homme";48;"marie";"secondaire";"cadre";5;FALSE;4508
5391;"NE";"urbain";"homme";61;"marie";"secondaire";"indépendant";5;FALSE;3567
5392;"NE";"urbain";"homme";68;"marie";"aucun";"ouvrier";2;TRUE;2174
5393;"NE";"rural";"homme";55;"marie";"primaire";"employé";6;TRUE;1998
5394;"NE";"rural";"homme";45;"marie";"primaire";"ouvrier";6;FALSE;2259
5395;"NE";"rural";"homme";31;"marie";"secondaire";"cadre";3;FALSE;5119
5396;"NE";"rural";"homme";29;"marie";"secondaire";"employé";3;TRUE;1978
5397;"NE";"rural";"homme";27;"marie";"secondaire";"ouvrier";4;FALSE;2680
5398;"NE";"rural";"femme";70;"veuf";"aucun";"inactif";2;FALSE;2551
5399;"NE";"rural";"femme";76;"veuf";"aucun";"inactif";1;FALSE;4861
5400;"NE";"rural";"homme";39;"marie";"primaire";"ouvrier";5;FALSE;2657
5401;"NE";"rural";"homme";67;"marie";"primaire";"agriculteur";5;FALSE;2611
5402;"NE";"rural";"homme";64;"marie";"primaire";"agriculteur";2;FALSE;3998
5403;"NE";"rural";"homme";50;"celibataire";"primaire";"agriculteur";5;TRUE;1666
5404;"NE";"rural";"homme";41;"marie";"primaire";"ouvrier";4;FALSE;2517
5405;"NE";"urbain";"homme";41;"marie";"primaire";"chomeur";5;FALSE;3661
5406;"NE";"urbain";"homme";74;"marie";"secondaire";"retraité";2;FALSE;5990
5407;"NE";"urbain";"femme";69;"veuf";"supérieur";"retraité";2;FALSE;20691
5408;"NE";"urbain";"femme";59;"celibataire";"primaire";"inactif";1;FALSE;7670
5409;"NE";"urbain";"homme";72;"marie";"primaire";"employé";2;FALSE;4654
5410;"NE";"urbain";"homme";60;"marie";"aucun";"inactif";3;FALSE;3262
5411;"NE";"urbain";"homme";67;"marie";"secondaire";"retraité";3;FALSE;6565
5412;"NE";"urbain";"femme";66;"veuf";"aucun";"inactif";3;FALSE;4035
5413;"NE";"urbain";"homme";59;"marie";"primaire";"inactif";6;FALSE;2991
5414;"NE";"urbain";"homme";62;"marie";"primaire";"retraité";4;FALSE;5307
5415;"NE";"urbain";"homme";56;"marie";"primaire";"employé";4;FALSE;3566
5416;"NE";"urbain";"homme";53;"marie";"aucun";"ouvrier";2;FALSE;4036
5417;"NE";"urbain";"homme";44;"marie";"primaire";"ouvrier";4;FALSE;4669
5418;"NE";"urbain";"homme";66;"marie";"secondaire";"retraité";3;FALSE;5835
5419;"NE";"urbain";"homme";77;"marie";"primaire";"agriculteur";4;FALSE;3253
5420;"NE";"urbain";"homme";65;"marie";"secondaire";"agriculteur";4;FALSE;3926
5421;"NE";"urbain";"homme";53;"marie";"primaire";"employé";4;FALSE;4021
5422;"NE";"urbain";"homme";42;"marie";"secondaire";"cadre";5;FALSE;4452
5423;"NE";"urbain";"homme";57;"marie";"primaire";"employé";3;FALSE;4504
5424;"NE";"urbain";"homme";54;"marie";"primaire";"indépendant";3;FALSE;4423
5425;"NE";"urbain";"femme";57;"veuf";"aucun";"inactif";1;FALSE;6923
5426;"NE";"urbain";"femme";49;"veuf";"primaire";"ouvrier";2;FALSE;3938
5427;"NE";"urbain";"homme";42;"celibataire";"primaire";"agriculteur";5;FALSE;6522
5428;"NE";"urbain";"homme";56;"marie";"primaire";"chomeur";6;FALSE;3500
5429;"NE";"rural";"homme";33;"marie";"secondaire";"ouvrier";3;FALSE;3273
5430;"NE";"rural";"homme";45;"marie";"primaire";"employé";5;TRUE;1461
5431;"NE";"rural";"homme";48;"marie";"primaire";"ouvrier";3;FALSE;2605
5432;"NE";"rural";"homme";61;"marie";"primaire";"retraité";4;TRUE;1493
5433;"NE";"rural";"homme";36;"marie";"primaire";"ouvrier";2;FALSE;5219
5434;"NE";"rural";"homme";57;"marie";"aucun";"agriculteur";5;FALSE;2595
5435;"NE";"rural";"homme";61;"marie";"primaire";"ouvrier";5;FALSE;2257
5436;"NE";"rural";"homme";45;"marie";"primaire";"ouvrier";4;TRUE;1916
5437;"NE";"rural";"homme";63;"marie";"aucun";"ouvrier";3;FALSE;3020
5438;"NE";"rural";"homme";57;"marie";"aucun";"ouvrier";6;TRUE;1231
5439;"NE";"rural";"homme";54;"marie";"aucun";"ouvrier";6;TRUE;937
5440;"NE";"rural";"homme";64;"marie";"primaire";"retraité";2;FALSE;2950
